"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA VIGO CAVEDINE";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via Don Negri, 21 38073";CAVEDINE;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE84407R
"ISTITUTO COMPRENSIVO ROVERETO NORD";"SCUOLA PRIMARIA ""M. K. GANDHI"" ROVERETO";;"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Via Puccini, 22 38068";ROVERETO;0464/420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;https://www.icroveretonord.it;TNEE85903A
"ISTITUTO COMPRENSIVO TRENTO 4";"SCUOLA PRIMARIA LOCALITA' MADONNA BIANCA TRENTO";;"A carattere statale/provinciale";"ELENA  VALDUGA";;;"Piazzale Europa, 4 38123";TRENTO;0461/920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;TNEE85702N
"ISTITUTO COMPRENSIVO TRENTO 6";"SCUOLA PRIMARIA ""BEATO S. BELLESINI"" TRENTO";;"A carattere statale/provinciale";"CHIARA GHETTA";;;"Via Stoppani, 3 38121";TRENTO;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;TNEE85801C
"ISTITUTO COMPRENSIVO TRENTO 6";"SCUOLA PRIMARIA ""A. DEGASPERI"" SARDAGNA";;"A carattere statale/provinciale";"CHIARA GHETTA";;;"Via della Toresèla, 1 38123";TRENTO;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;TNEE85806N
"ISTITUTO COMPRENSIVO PERGINE 1";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Monte Cristallo, 2 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNIC81400L
"ISTITUTO COMPRENSIVO TRENTO 4";"SCUOLA PRIMARIA CLARINA TRENTO";;"A carattere statale/provinciale";"ELENA  VALDUGA";;;"Via Einaudi, 13 38123";TRENTO;0461/920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;TNEE85701L
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ""San G. Bosco"" SPORMAGGIORE";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Alt Spaur, 5 38010";SPORMAGGIORE;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNEE82408L
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA SANT'ORSOLA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Localita Pintarei, 21 38050";"SANT'ORSOLA TERME";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;TNEE81406X
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA OSPEDALETTO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Roma, 52 38050";OSPEDALETTO;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNEE80108X
"ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""";"SCUOLA PRIMARIA ""M.T. di Calcutta"" SERRAVALLE";;"A carattere statale/provinciale";"MAURA MAINO";;;"Via Negrelli - Serravalle, 10 38061";ALA;0464/696606;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;https://www.istitutocomprensivoala.it;TNEE84802V
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MICHELE RUELE";;;"Via Della Torre Franca, 1 38123";TRENTO;0461/945237;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;TNIC82100Q
"ISTITUTO COMPRENSIVO VILLA LAGARINA";"SCUOLA PRIMARIA NOGAREDO";;"A carattere statale/provinciale";"TIZIANA CHEMOTTI";;;"Via Verdi, 44 38060";NOGAREDO;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;TNEE846016
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA ""G. GRAFFER"" STENICO";;"A carattere statale/provinciale";"BRUNO GENTILINI";;;"Via Risorgimento, 11/A 38070";STENICO;0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;TNEE83706L
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA CALAVINO";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Piazza Maria Assunta - Calavino, 1 38076";MADRUZZO;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE84405P
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA VERMIGLIO";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Senatore Kessler, 5 38029";VERMIGLIO;0463/758373;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;TNEE83206D
"ISTITUTO COMPRENSIVO VILLA LAGARINA";"SCUOLA PRIMARIA ""P. LODRON"" VILLA LAGARINA";;"A carattere statale/provinciale";"TIZIANA CHEMOTTI";;;"Via Stockstadt Am Rhein, 9 38060";"VILLA LAGARINA";0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;TNEE846038
"ISTITUTO COMPRENSIVO ISERA - ROVERETO";"SCUOLA PRIMARIA ""F.lli FILZI"" ROVERETO";;"A carattere statale/provinciale";"FRANCESCA BORROI";;;"Via Unione, 23 38068";ROVERETO;0464/431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;TNEE84502B
"COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO";"SCUOLA PRIMARIA ARCIVESCOVILE TRENTO";;Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Via Monsignor  Endrici, 23 38122";TRENTO;0461/1731200;0461/1731288;collegioarcivescovile@pec.it;collegioarcivescovile@arcivescoviletrento.it;didatticatn@arcivescoviletrento.it;https://www.arcivescoviletrento.it;TN1E00100V
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA PRIMARIA ""V. Maistrelli"" TUENNO";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Via Maistrelli - Tuenno, 11 38019";"VILLE D'ANAUNIA";0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNEE82907P
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA PRIMARIA MATTARELLO";;"A carattere statale/provinciale";"MICHELE RUELE";;;"Via Poli, 11 38123";TRENTO;0461/945376;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;TNEE821041
"ISTITUTO COMPRENSIVO TRENTO 4";"SCUOLA PRIMARIA OSPEDALE INFANTILE TRENTO";;"A carattere statale/provinciale";"ELENA  VALDUGA";;;"Largo Medaglie D Oro, 9 38122";TRENTO;0461/920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;TNEE85703P
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";"SCUOLA PRIMARIA ""A. ZADRA"" RIONE DEGASPERI RIVA DEL GARDA";;"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Largo Caduti delle Foibe, 3 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;TNEE84201V
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ""C. DARWIN"" MEZZOLOMBARDO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Filos, 3 38017";MEZZOLOMBARDO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;TNEE824019
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA SCURELLE";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via XV Agosto, 68 38050";SCURELLE;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;TNEE80105R
"ISTITUTO COMPRENSIVO LEVICO TERME";"SCUOLA PRIMARIA ""PADRE B. MARTINELLI"" CALCERANICA AL LAGO";;"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Scuola, 2 38050";"CALCERANICA AL LAGO";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;TNEE818012
"ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""";"SCUOLA PRIMARIA ""R. ZANDONAI"" MARTIGNANO";;"A carattere statale/provinciale";"CARLO ZANETTI";;;"Piazza Menghin,  1 38121";TRENTO;0461/982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;TNEE820034
"ISTITUTO COMPRENSIVO LEVICO TERME";"SCUOLA PRIMARIA LEVICO TERME";;"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Pace, 5 38056";"LEVICO TERME";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;TNEE818034
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";"SCUOLA PRIMARIA ""CARD. J. BERNARDIN"" TONADICO";;"A carattere statale/provinciale";"MARIA PRODI";;;"Via Sorelle Lucian - Tonadico, 8 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;TNEE81007N
"ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO";"SCUOLA PRIMARIA VEZZANO";;"A carattere statale/provinciale";"ALESSANDRO FABRIS";;;"Via Roma - Vezzano, 3 38070";VALLELAGHI;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;TNEE84403L
"ISTITUTO COMPRENSIVO ROVERETO EST";"SCUOLA PRIMARIA MOSCHERI TRAMBILENO";;"A carattere statale/provinciale";"MICHELE ROSA";;;"Frazione Moscheri,   38068";TRAMBILENO;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;TNEE85305D
"ISTITUTO COMPRENSIVO TAIO";"SCUOLA PRIMARIA COREDO";;"A carattere statale/provinciale";"MAURA ZINI";;;"Via delle Scuole - Coredo,  6 38012";PREDAIA;0463/468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;TNEE826011
"ISTITUTO COMPRENSIVO BRENTONICO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ENRICA RIGOTTI";;;"Via Calzolari - Localita Fontana, 2 38060";BRENTONICO;0464/395189;0464/392710;ic.brentonico@pec.provincia.tn.it;dir.ic.brentonico@scuole.provincia.tn.it;segr.ic.brentonico@scuole.provincia.tn.it;https://www.icbrentonico.it/;TNIC861006
"ISTITUTO COMPRENSIVO BRENTONICO";"SCUOLA PRIMARIA BRENTONICO";;"A carattere statale/provinciale";"ENRICA RIGOTTI";;;"Via Calzolari - Localita Fontana, 2 38060";BRENTONICO;0464/395189;0464/392710;ic.brentonico@pec.provincia.tn.it;dir.ic.brentonico@scuole.provincia.tn.it;segr.ic.brentonico@scuole.provincia.tn.it;https://www.icbrentonico.it/;TNEE861018
"ISTITUTO COMPRENSIVO BORGO VALSUGANA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LUIGI VITULLO";;;"Via Spagolla, 1 38051";"BORGO VALSUGANA";0461/753179;0461/754131;ic.borgovalsugana@pec.provincia.tn.it;dir.ic.borgovalsugana@scuole.provincia.tn.it;segr.ic.borgovalsugana@scuole.provincia.tn.it;http://www.icborgovalsugana.edu.it/;TNIC812001
"ISTITUTO COMPRENSIVO VALLE DI LEDRO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MASSIMO AMISTADI";;;"Via Falcone e Borsellino - Bezzecca, 2 38067";LEDRO;0464/592800;0464/592819;ic.vallediledro@pec.provincia.tn.it;dir.ic.bezzecca@scuole.provincia.tn.it;segr.ic.bezzecca@scuole.provincia.tn.it;https://www.icvallediledro.it;TNIC80600N
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA ""MADRE TERESA DI CALCUTTA"" ROMENO";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Via Monsignor Rosati, 1 38010";ROMENO;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNEE82805R
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA ""C.A. Martini"" REVO'";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Via Delle Maddalene, 7 38028";NOVELLA;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNEE828091
"ISTITUTO COMPRENSIVO ARCO";"SCUOLA PRIMARIA MASSONE";;"A carattere statale/provinciale";"PAOLA MARONI";;;"Via Maffei - San Martino, 2 38062";ARCO;0464/516679;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;https://www.icarco.edu.it;TNEE840028
"ISTITUTO COMPRENSIVO AVIO";"SCUOLA PRIMARIA SABBIONARA DI AVIO";;"A carattere statale/provinciale";"NICCOLO' DAI PRA'";;;"Piazza Conciliazione,  1 38063";AVIO;0464/684067;0464/687570;ic.avio@pec.provincia.tn.it;dir.ic.avio@scuole.provincia.tn.it;segr.ic.avio@scuole.provincia.tn.it;https://www.istitutoavio.it;TNEE847023
"ISTITUTO COMPRENSIVO ARCO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA MARONI";;;"Localita Prabi,   38062";ARCO;0464/516429;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;https://www.icarco.edu.it;TNIC840005
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA ""Stefano Zuech"" BREZ";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Via Nigaiola - Brez, 1 38028";NOVELLA;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNEE82808X
"ISTITUTO COMPRENSIVO ARCO";"SCUOLA PRIMARIA BOLOGNANO";;"A carattere statale/provinciale";"PAOLA MARONI";;;"Viale Stazione, 2 38062";ARCO;0464/518610;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;https://www.icarco.edu.it;TNEE840017
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA SARNONICO";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Via Manzoni, 7 38011";SARNONICO;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNEE82807V
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA ""PADRE A. STEFENELLI"" FONDO";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Piazza Don Stefenelli - Fondo, 2 38020";"BORGO D'ANAUNIA";0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNEE82804Q
"ISTITUTO COMPRENSIVO VALLE DI LEDRO";"SCUOLA PRIMARIA TIARNO DI SOPRA";;"A carattere statale/provinciale";"MASSIMO AMISTADI";;;"Piazza Milin - Tiarno di Sopra, 14 38067";LEDRO;0464/592800;0464/592819;ic.vallediledro@pec.provincia.tn.it;dir.ic.bezzecca@scuole.provincia.tn.it;segr.ic.bezzecca@scuole.provincia.tn.it;https://www.icvallediledro.it;TNEE80603T
"ISTITUTO COMPRENSIVO AVIO";"SCUOLA PRIMARIA AVIO";;"A carattere statale/provinciale";"NICCOLO' DAI PRA'";;;"Via Perotti, 47 38063";AVIO;0464/684117;0464/687570;ic.avio@pec.provincia.tn.it;dir.ic.avio@scuole.provincia.tn.it;segr.ic.avio@scuole.provincia.tn.it;https://www.istitutoavio.it;TNEE847012
"ISTITUTO COMPRENSIVO VALLE DI LEDRO";"SCUOLA PRIMARIA MOLINA DI LEDRO";;"A carattere statale/provinciale";"MASSIMO AMISTADI";;;"Via Sartori - Molina di Ledro, 27 38067";LEDRO;0464/592800;0464/592819;ic.vallediledro@pec.provincia.tn.it;dir.ic.bezzecca@scuole.provincia.tn.it;segr.ic.bezzecca@scuole.provincia.tn.it;https://www.icvallediledro.it;TNEE80602R
"ISTITUTO COMPRENSIVO ARCO";"SCUOLA PRIMARIA ROMARZOLLO";;"A carattere statale/provinciale";"PAOLA MARONI";;;"Via Fossa, 8 38062";ARCO;0464/516187;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;https://www.icarco.edu.it;TNEE84004A
"ISTITUTO COMPRENSIVO VALLE DI LEDRO";"SCUOLA PRIMARIA ""O. FERRARI"" ENGUISO";;"A carattere statale/provinciale";"MASSIMO AMISTADI";;;"Via dei Concei - Enguiso - Concei, 27 38067";LEDRO;0464/592800;0464/592819;ic.vallediledro@pec.provincia.tn.it;dir.ic.bezzecca@scuole.provincia.tn.it;segr.ic.bezzecca@scuole.provincia.tn.it;https://www.icvallediledro.it;TNEE80601Q
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA CASTELFONDO";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Via Madonna Pellegrina, 5 38020";"BORGO D'ANAUNIA";0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNEE82801L
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA SANZENO";;"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Frazione Banco, 98 38010";SANZENO;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNEE828103
"ISTITUTO COMPRENSIVO AVIO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"NICCOLO' DAI PRA'";;;"Viale Degasperi, 69 38063";AVIO;0464/684029;0464/687570;ic.avio@pec.provincia.tn.it;dir.ic.avio@scuole.provincia.tn.it;segr.ic.avio@scuole.provincia.tn.it;https://www.istitutoavio.it;TNIC84700X
"ISTITUTO COMPRENSIVO FONDO - REVO'";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MIRIAM PREDELLI";;;"Via Laviosa Zambotti - Fondo, 24 38020";"BORGO D'ANAUNIA";0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;https://www.icfondorevo.it;TNIC82800E
"ISTITUTO GARDASCUOLA";"SCUOLA PRIMARIA GARDASCUOLA ARCO";;Paritaria/equiparata;"LORENZO ANGELI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;TN1E00800N
"ISTITUTO COMPRENSIVO MORI";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MASSIMILIANO LATINO";;;"Via Giovanni XXIII, 64 38065";MORI;0464/918669;;ic.mori@pec.provincia.tn.it;dir.ic.mori@scuole.provincia.tn.it;segr.ic.mori@scuole.provincia.tn.it;https://www.icmori.it/;TNIC84900G
"ISTITUTO COMPRENSIVO LAVIS";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Sette, 13 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;https://www.iclavis.it;TNIC825003
"ISTITUTO COMPRENSIVO ROVERETO NORD";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Corso Bettini, 67 38068";ROVERETO;0464/420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;https://www.icroveretonord.it;TNIC859006
"ISTITUTO COMPRENSIVO CENTRO VALSUGANA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LOREDANA MONTANARO";;;"Via Don Meggio, 2/A 38050";"RONCEGNO TERME";0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;TNIC81300R
"ISTITUTO COMPRENSIVO TRENTO 5";"SCUOLA PRIMARIA ""R. SANZIO"" TRENTO";;"A carattere statale/provinciale";"PAOLA PASQUALIN";;;"Piazza Sanzio, 13 38122";TRENTO;0461/233896;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;TNEE85201D
"ISTITUTO COMPRENSIVO TRENTO 5";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA PASQUALIN";;;"Via S Giovanni Bosco, 8 38122";TRENTO;0461/986634;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;TNIC85200B
"ISTITUTO COMPRENSIVO TRENTO 5";"SCUOLA PRIMARIA ""F. CRISPI"" TRENTO";;"A carattere statale/provinciale";"PAOLA PASQUALIN";;;"Via S Giovanni Bosco, 8 38122";TRENTO;0461/263331;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;TNEE85202E
"ISTITUTO COMPRENSIVO TRENTO 5";"SCUOLA PRIMARIA ""A. GORFER"" TRENTO";;"A carattere statale/provinciale";"PAOLA PASQUALIN";;;"Via Dei Solteri, 22 38121";TRENTO;0461/821434;0461/984463;ic.tn5@pec.provincia.tn.it;dir.ic.tn5@scuole.provincia.tn.it;segr.ic.tn5@scuole.provincia.tn.it;http://www.istitutotrento5.it/;TNEE85204L
"ISTITUTO COMPRENSIVO ROVERETO SUD";"SCUOLA PRIMARIA ""D. ALIGHIERI"" ROVERETO";;"A carattere statale/provinciale";"GIUSEPPE GAMMINO";;;"Via Benacense, 32 38068";ROVERETO;0464/420532;0464/432707;ic.roveretosud@pec.provincia.tn.it;dir.ic.roveretosud@scuole.provincia.tn.it;segr.ic.roveretosud@scuole.provincia.tn.it;https://icroveretosud.edu.it;TNEE855011
"ISTITUTO COMPRENSIVO ROVERETO SUD";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIUSEPPE GAMMINO";;;"Via Benacense, 32 38068";ROVERETO;0464/420532;0464/432707;ic.roveretosud@pec.provincia.tn.it;dir.ic.roveretosud@scuole.provincia.tn.it;segr.ic.roveretosud@scuole.provincia.tn.it;https://icroveretosud.edu.it;TNIC85500V
