"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"LICEO ""A. Maffei"" - RIVA DEL GARDA";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"ROBERTA BISOFFI";;;"Via Alberti Lutti, 7 38066";"RIVA DEL GARDA";0464/552316;0464/552316;maffei@pec.provincia.tn.it;dir.liceo.maffei@scuole.provincia.tn.it;segr.liceo.maffei@scuole.provincia.tn.it;https://e.liceomaffei.it;TNPC01000Q
"LICEO ""A. Maffei"" - RIVA DEL GARDA";"LICEO CLASSICO";;"A carattere statale/provinciale";"ROBERTA BISOFFI";;;"Via Alberti Lutti, 7 38066";"RIVA DEL GARDA";0464/552316;0464/552316;maffei@pec.provincia.tn.it;dir.liceo.maffei@scuole.provincia.tn.it;segr.liceo.maffei@scuole.provincia.tn.it;https://e.liceomaffei.it;TNPC01000Q
"LICEO ""A. Maffei"" - RIVA DEL GARDA";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"ROBERTA BISOFFI";;;"Via Alberti Lutti, 7 38066";"RIVA DEL GARDA";0464/552316;0464/552316;maffei@pec.provincia.tn.it;dir.liceo.maffei@scuole.provincia.tn.it;segr.liceo.maffei@scuole.provincia.tn.it;https://e.liceomaffei.it;TNPC01000Q
"LICEO ""F. Filzi"" - ROVERETO";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE";;"A carattere statale/provinciale";"NORMA BORGOGNO";;;"Corso Rosmini, 61 38068";ROVERETO;0464/421223;0464/433003;filzi@pec.provincia.tn.it;dir.isup.filzi@scuole.provincia.tn.it;segr.isup.filzi@scuole.provincia.tn.it;https://www.liceofilzi.it;TNPM02000E
"Centro Formazione Professionale ENAIP - Ossana";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;;"Claudia Gosetti";;"Via Di S Antonio - Ossana, 1 38026";OSSANA;0463/751102;0463/751987;cfp.ossana@pec.it;;cfp.ossana@enaip.tn.it;https://ossana.enaiptrentino.it/;TNCF00300B
"LICEO ""F. Filzi"" - ROVERETO";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"NORMA BORGOGNO";;;"Corso Rosmini, 61 38068";ROVERETO;0464/421223;0464/433003;filzi@pec.provincia.tn.it;dir.isup.filzi@scuole.provincia.tn.it;segr.isup.filzi@scuole.provincia.tn.it;https://www.liceofilzi.it;TNPM02000E
"LICEO ""A. Maffei"" - RIVA DEL GARDA";"LICEO LINGUISTICO";;"A carattere statale/provinciale";"ROBERTA BISOFFI";;;"Via Alberti Lutti, 7 38066";"RIVA DEL GARDA";0464/552316;0464/552316;maffei@pec.provincia.tn.it;dir.liceo.maffei@scuole.provincia.tn.it;segr.liceo.maffei@scuole.provincia.tn.it;https://e.liceomaffei.it;TNPC01000Q
"LICEO ""A. Maffei"" - RIVA DEL GARDA";"LICEO MUSICALE E COREUTICO";;"A carattere statale/provinciale";"ROBERTA BISOFFI";;;"Via Alberti Lutti, 7 38066";"RIVA DEL GARDA";0464/552316;0464/552316;maffei@pec.provincia.tn.it;dir.liceo.maffei@scuole.provincia.tn.it;segr.liceo.maffei@scuole.provincia.tn.it;https://e.liceomaffei.it;TNPC01000Q
"LICEO ""A. Maffei"" - RIVA DEL GARDA";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"ROBERTA BISOFFI";;;"Via Alberti Lutti, 7 38066";"RIVA DEL GARDA";0464/552316;0464/552316;maffei@pec.provincia.tn.it;dir.liceo.maffei@scuole.provincia.tn.it;segr.liceo.maffei@scuole.provincia.tn.it;https://e.liceomaffei.it;TNPC01000Q
"Centro Formazione Professionale ENAIP - Ossana";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"Claudia Gosetti";;"Via Di S Antonio - Ossana, 1 38026";OSSANA;0463/751102;0463/751987;cfp.ossana@pec.it;;cfp.ossana@enaip.tn.it;https://ossana.enaiptrentino.it/;
"LICEO ""A. Maffei"" - RIVA DEL GARDA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ROBERTA BISOFFI";;;"Via Alberti Lutti, 7 38066";"RIVA DEL GARDA";0464/552316;0464/552316;maffei@pec.provincia.tn.it;dir.liceo.maffei@scuole.provincia.tn.it;segr.liceo.maffei@scuole.provincia.tn.it;https://e.liceomaffei.it;TNPC01000Q
"COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Corso Bettini, 71 38068";ROVERETO;0464/406000;0464/406077;collegioarcivescovile@pec.it;dameinglesi@arcivescoviletrento.it;lia@arcivescoviletrento.it;https://www.arcivescoviletrento.it;
"COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Via Monsignor  Endrici, 23 38122";TRENTO;0461/1731200;0461/1731288;collegioarcivescovile@pec.it;collegioarcivescovile@arcivescoviletrento.it;didatticatn@arcivescoviletrento.it;https://www.arcivescoviletrento.it;
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE - PREDAZZO";;"A carattere statale/provinciale";"MARCO FELICETTI";;;"Corso Degasperi, 14 38037";PREDAZZO;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;TNTD001509
"LICEO ""A. Rosmini"" - TRENTO";"LICEO DEL MADE IN ITALY";;"A carattere statale/provinciale";"PATRIZIA VISCONTI";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;https://www.rosmini.eu;TNPM01000X
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;TNTD00450R
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"LICEO DEL MADE IN ITALY";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;TNPS00401L
"Centro Formazione Professionale ""Centromoda Canossa"" ";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"Michele Filippini";;"Via Grazioli, 2 38122";TRENTO;0461/260454;0461/267864;canossatrento@pec.it;direzione@centromoda.tn.it;didattica@centromoda.tn.it;https://www.centromoda.tn.it;
"Centro Formazione Professionale UPT - Rovereto";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;;"PAOLO ZANLUCCHI";;"Via Pasqui, 10 38068";ROVERETO;0464/630050;;cfp-upt@pec.it;;segreteria.rovereto@cfp-upt.it;https://www.cfp-upt.it;TNCF00900A
"LICEO ""A. Rosmini"" - TRENTO";"CC EDUCAZIONE ADULTI SECONDO CICLO LES";;"A carattere statale/provinciale";"PATRIZIA VISCONTI";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;https://www.rosmini.eu;
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;TNPS00401L
"ASSOCIAZIONE PEDAGOGICA STEINERIANA - TRENTO";"LICEO DELLE SCIENZE UMANE ""SCUOLA STEINER"" TRENTO";;Paritaria/equiparata;"Carlo Musio";;;"Via Conci, 86 38123";TRENTO;0461/930658;;associazione@pec.scuolasteiner-trento.it;;segreteria@scuolasteiner-trento.it;https://www.scuolasteiner-trento.it;TNPMTS5005
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PERGINE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;TNTD00401C
"Centro Formazione Professionale ENAIP - Arco";"CAPES - SETTORE INDUSTRIA E ARTIGIANATO";;Paritaria/equiparata;;"Diego Freo";;"Via Gazzoletti - Mogno, 8 38062";ARCO;0464/516465;0464/516497;cfp.arco@pec.it;;cfp.arco@enaip.tn.it;https://arco.enaiptrentino.it;TNCF00100Q
"Centro Formazione Professionale ENAIP - Arco";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"Diego Freo";;"Via Gazzoletti - Mogno, 8 38062";ARCO;0464/516465;0464/516497;cfp.arco@pec.it;;cfp.arco@enaip.tn.it;https://arco.enaiptrentino.it;
"Centro Formazione Professionale UPT - Arco";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"CLAUDIO NICOLUSSI";;"Via Gazzoletti - Mogno, 10 38062";ARCO;0464/556585;0464/556599;cfp-upt@pec.it;;segreteria.arco@cfp-upt.it;https://www.cfpupt.it/sede-di-arco;
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"GIUSEPPE SANTOLI";;;"Via Del Teatro, 4 38068";ROVERETO;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;https://www.fgfontana.eu;TNTD020009
"Centro Formazione Professionale ""Centromoda Canossa"" ";"CAPES - SETTORE INDUSTRIA E ARTIGIANATO";;Paritaria/equiparata;;"Michele Filippini";;"Via Grazioli, 2 38122";TRENTO;0461/260454;0461/267864;canossatrento@pec.it;direzione@centromoda.tn.it;didattica@centromoda.tn.it;https://www.centromoda.tn.it;TNCF009001
"Centro Formazione Professionale ENAIP - Tesero";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;;"Dino Moser";;"Via Caltrezza, 13 38038";TESERO;0462/813133;0462/813145;cfp.tesero@pec.it;;cfp.tesero@enaip.tn.it;https://tesero.enaiptrentino.it/;TNCF004007
"Centro Formazione Professionale UPT - Cles";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;;"WALTER IORI";;"Via D Agostin, 2 38023";CLES;0463/422820;0463/424409;cfp-upt@pec.it;;segreteria.cles@cfp-upt.it;https://www.cfp-upt.it;TNCF00600V
"Centro Formazione Professionale UPT - Tione di Trento";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;;"MAURIZIO CADONNA ";;"Via Roma, 15 38079";"TIONE DI TRENTO";0465/321889;0465/324518;cfp-upt@pec.it;;segreteria.tione@cfp-upt.it;https://www.cfp-upt.it;TNCF00700P
"Istituto di Formazione Professionale Alberghiero - Rovereto";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"VITO ROVIGO";;;"Viale Dei Colli, 17 38068";ROVERETO;0464/439164;0464/435851;ifpa.rovereto@pec.provincia.tn.it;dir.ifpa.rovereto@scuole.provincia.tn.it;segr.ifpa.rovereto@scuole.provincia.tn.it;https://www.alberghierorovereto.it;TNCF011001
"Centro Formazione Professionale UPT - Arco";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;;"CLAUDIO NICOLUSSI";;"Via Gazzoletti - Mogno, 10 38062";ARCO;0464/556585;0464/556599;cfp-upt@pec.it;;segreteria.arco@cfp-upt.it;https://www.cfpupt.it/sede-di-arco;TNCF005003
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIULIO BERTOLDI";;;"Via XXIV Maggio, 7 38051";"BORGO VALSUGANA";0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;TNIS00200E
"Istituto di Formazione Professionale Alberghiero ""Giuseppe Cipriani""- Levico";"CAPES - SETTORE SERVIZI";;"A carattere statale/provinciale";"LUCIA RUSSO";;;"Via Ziehl, 5 38056";"LEVICO TERME";0461/706294;0461/702025;ifpa.levicoterme@pec.provincia.tn.it;dir.ifpa.levicoterme@scuole.provincia.tn.it;segr.ifpa.levicoterme@scuole.provincia.tn.it;https://www.alberghierolevico.it;TNCF010001
"Centro Formazione Professionale ENAIP - Borgo Valsugana";"CAPES - SETTORE INDUSTRIA E ARTIGIANATO";;Paritaria/equiparata;;"Francesco Micheletti";;"Via Giamaolle, 15 38051";"BORGO VALSUGANA";0461/753037;0461/752070;cfp.borgo@pec.it;;cfp.borgo@enaip.tn.it;https://borgo.enaiptrentino.it/;TNCF00200G
"Istituto di Formazione Professionale Alberghiero ""Giuseppe Cipriani""- Levico";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LUCIA RUSSO";;;"Via Ziehl, 5 38056";"LEVICO TERME";0461/706294;0461/702025;ifpa.levicoterme@pec.provincia.tn.it;dir.ifpa.levicoterme@scuole.provincia.tn.it;segr.ifpa.levicoterme@scuole.provincia.tn.it;https://www.alberghierolevico.it;TNCF010001
"Centro Formazione Professionale Opera Armida Barelli - Rovereto";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;"BERNARDO ZANONER";"CAMILLA CESTARI";;"Via Setaioli, 5 38068";ROVERETO;0464/433771;0464/431711;cfprovereto@pec.operaarmidabarelli.org;;cfprovereto@operaarmidabarelli.org;https://www.operaarmidabarelli.org;TNCF005001
"ISTITUTO GARDASCUOLA";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;Paritaria/equiparata;"LORENZO ANGELI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;https://www.gardascuola.it;TNTN04500G
"Istituto di Formazione Professionale Alberghiero - Rovereto";"CAPES - SETTORE SERVIZI";;"A carattere statale/provinciale";"VITO ROVIGO";;;"Viale Dei Colli, 17 38068";ROVERETO;0464/439164;0464/435851;ifpa.rovereto@pec.provincia.tn.it;dir.ifpa.rovereto@scuole.provincia.tn.it;segr.ifpa.rovereto@scuole.provincia.tn.it;https://www.alberghierorovereto.it;TNCF011001
"Istituto di Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" ";"CAPES - SETTORE SERVIZI";;"A carattere statale/provinciale";"MARIA RITA MAGISTRO";"MARIA RITA MAGISTRO";;"Viale Verona, 141 38123";TRENTO;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;TNCF012001
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLO CHINCARINI";;;"Viale Dei Tigli, 43 38066";"RIVA DEL GARDA";0464/578511;0464/578555;floriani@pec.provincia.tn.it;dir.istitutofloriani@scuole.provincia.tn.it;segr.istitutofloriani@scuole.provincia.tn.it;https://www.g-floriani.it;TNIS00800D
"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"VIVIANA SBARDELLA ";;;"Via Madruzzo, 24 38122";TRENTO;0461/984099;0461/986257;davinci@pec.provincia.tn.it;dir.liceodavinci@scuole.provincia.tn.it;segr.liceodavinci@scuole.provincia.tn.it;https://www.liceodavincitn.it;TNPS02000D
"Centro Formazione Professionale UPT - Trento";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;;"WALTER IORI";;"Viale Verona, 141 38123";TRENTO;0461/239997;0461/260235;cfp-upt@pec.it;;segreteria.sede@cfp-upt.it;https://www.cfp-upt.it;TNCF003001
"LICEO ""B. Russell"" - CLES";"LICEO DEL MADE IN ITALY";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;https://www.liceorussell.eu;
"Centro Formazione Professionale ENAIP - Varone di Riva del Garda";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;;"ELISABETTA FILIPPI";;"Rione Europa, 3 38066";"RIVA DEL GARDA";0464/521300;0464/521553;cfp.rivadelgarda@pec.it;;cfp.rivadelgarda@enaip.tn.it;https://rivadelgarda.enaiptrentino.it/;TNCF007001
"Centro Formazione Professionale ENAIP - Tione di Trento";"CAPES - SETTORE INDUSTRIA E ARTIGIANATO";;Paritaria/equiparata;;"Ketty Pellizzari";;"Via Durone, 57 38079";"TIONE DI TRENTO";0465/321316;0465/322091;cfp.tione@pec.it;;cfp.tione@enaip.tn.it;https://tione.enaiptrentino.it/;TNCF001001
"Centro Formazione Professionale ENAIP - Tione di Trento";"CAPES - SETTORE SERVIZI";;Paritaria/equiparata;;"Ketty Pellizzari";;"Via Durone, 57 38079";"TIONE DI TRENTO";0465/321316;0465/322091;cfp.tione@pec.it;;cfp.tione@enaip.tn.it;https://tione.enaiptrentino.it/;TNCF001001
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"LICEO DEL MADE IN ITALY";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;TNPS00301R
"Istituto di Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" ";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MARIA RITA MAGISTRO";"MARIA RITA MAGISTRO";;"Viale Verona, 141 38123";TRENTO;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;TNCF012001
"FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE";"CAPES - SETTORE AGRICOLTURA E AMBIENTE";;Paritaria/equiparata;"MANUEL PENASA";"CLAUDIA BISOGNIN";;"Via Mach, 1 38098";"SAN MICHELE ALL'ADIGE";0461/615213;0461/615273;amministrazione.cif@pec.iasma.it;;segreteria.scuola@fmach.it;https://www.fmach.it;TNCF006001
"Centro Formazione Professionale ENAIP - Borgo Valsugana";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"Francesco Micheletti";;"Via Giamaolle, 15 38051";"BORGO VALSUGANA";0461/753037;0461/752070;cfp.borgo@pec.it;;cfp.borgo@enaip.tn.it;https://borgo.enaiptrentino.it/;
"LICEO LINGUISTICO ""S. M. Scholl"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"CHIARA MOTTER";;;"Via Mattioli, 8 38122";TRENTO;0461914499;0461915472;linguisticotrento@pec.provincia.tn.it;dir.linguisticotrento@scuole.provincia.tn.it;segr.linguisticotrento@scuole.provincia.tn.it;https://www.linguisticotrento.it;TNPS11000Q
"LICEO ""F. Filzi"" - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"NORMA BORGOGNO";;;"Corso Rosmini, 61 38068";ROVERETO;0464/421223;0464/433003;filzi@pec.provincia.tn.it;dir.isup.filzi@scuole.provincia.tn.it;segr.isup.filzi@scuole.provincia.tn.it;https://www.liceofilzi.it;TNPM02000E
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"RENATO PAOLI";;;"Via Durone, 53 38079";"TIONE DI TRENTO";0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;TNIS00700N
