"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. CICCOLINI"" MALE'";;"A carattere statale/provinciale";"NICOLA PARZIAN";;;"Via Taddei De Mauris, 4 38027";MALE';0463/901237;0463/902866;ic.bassavaldisole@pec.provincia.tn.it;dir.ciccolini.male@scuole.provincia.tn.it;segr.ciccolini.male@scuole.provincia.tn.it;https://www.icbassavaldisole.it;TNMM833013
"ISTITUTO COMPRENSIVO TIONE";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ALESSANDRO BONESINI";;;"Via Circonvallazione, 44 38079";"TIONE DI TRENTO";0465/321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;TNIC83600D
"ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. ALBERTI"" TESERO";;"A carattere statale/provinciale";"MARCO FELICETTI";;;"Via Fia, 11/A 38038";TESERO;0462/501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;https://www.ic-predazzotesero.it;TNMM80802B
"ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO";"SCUOLA SECONDARIA DI PRIMO GRADO ""MARZARI PENCATI"" PREDAZZO";;"A carattere statale/provinciale";"MARCO FELICETTI";;;"Via Vardabasso, 3 38037";PREDAZZO;0462/501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;https://www.ic-predazzotesero.it;TNMM80801A
"ISTITUTO COMPRENSIVO FOLGARIA - LAVARONE - LUSERNA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MORENA MANFRIN";;;"Piazza Marconi, 85 38064";FOLGARIA;0464/721283;;ic.folgaria-lavarone@pec.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;TNIC804002
"ISTITUTO COMPRENSIVO TIONE";"SCUOLA SECONDARIA DI PRIMO GRADO RONCONE";;"A carattere statale/provinciale";"ALESSANDRO BONESINI";;;"Via III Novembre - Roncone, 22/A 38087";"SELLA GIUDICARIE";0465/321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;TNMM83602G
"ISTITUTO COMPRENSIVO ALTOPIANO DI PINE'";"SCUOLA SECONDARIA DI PRIMO GRADO ""DON GIUSEPPE TARTER""BASELGA DI PINE'";;"A carattere statale/provinciale";"ELISABETTA PIZIO";;;"Via del XXVI Maggio - Baselga, 6 38042";"BASELGA DI PINE'";0461/557138;0461/558163;ic.pine@pec.provincia.tn.it;dir.ic.altopianodipine@scuole.provincia.tn.it;segr.ic.altopianodipine@scuole.provincia.tn.it;https://www.icpine.eu;TNMM816019
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LAURA DE DONNO";;;"Via IV Novembre, 35/1 38121";TRENTO;0461/990287;0461/994418;ic.trento7@pec.provincia.tn.it;dir.ic.tn7@scuole.provincia.tn.it;segr.ic.tn7@scuole.provincia.tn.it;https://www.trento7.it;TNIC85100G
"ISTITUTO COMPRENSIVO ALTOPIANO DI PINE'";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ELISABETTA PIZIO";;;"Via del XXVI Maggio - Baselga, 6 38042";"BASELGA DI PINE'";0461/557138;0461/558163;ic.pine@pec.provincia.tn.it;dir.ic.altopianodipine@scuole.provincia.tn.it;segr.ic.altopianodipine@scuole.provincia.tn.it;https://www.icpine.eu;TNIC816008
"ISTITUTO COMPRENSIVO FOLGARIA - LAVARONE - LUSERNA";"SCUOLA SECONDARIA DI PRIMO GRADO ""P. RELLA"" FOLGARIA";;"A carattere statale/provinciale";"MORENA MANFRIN";;;"Piazza Marconi, 85 38064";FOLGARIA;0464/721283;;ic.folgaria-lavarone@pec.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;TNMM804013
"ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MARCO FELICETTI";;;"Corso Degasperi, 8 38037";PREDAZZO;0462/501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;https://www.ic-predazzotesero.it;TNIC808009
"ISTITUTO COMPRENSIVO TIONE";"SCUOLA SECONDARIA DI PRIMO GRADO ""LEGIONE TRENTINA"" TIONE DI TRENTO";;"A carattere statale/provinciale";"ALESSANDRO BONESINI";;;"Via Circonvallazione, 44 38079";"TIONE DI TRENTO";0465/321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;TNMM83601E
"ISTITUTO COMPRENSIVO ALTA VALLAGARINA";"SCUOLA SECONDARIA DI PRIMO GRADO ""ALTA VALLAGARINA"" VOLANO";;"A carattere statale/provinciale";"PASQUALE TAPPA";;;"Via Manzoni, 3 38068";ROVERETO;0464/410475;0461/490699;ic.altavallagarina@pec.provincia.tn.it;dir.ic.altavallagarina@scuole.provincia.tn.it;segr.ic.altavallagarina@scuole.provincia.tn.it;https://www.ic-altavallagarina.it;TNMM86001B
"ISTITUTO COMPRENSIVO FOLGARIA - LAVARONE - LUSERNA";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PRATI"" LAVARONE";;"A carattere statale/provinciale";"MORENA MANFRIN";;;"Frazione Gionghi, 107/6 38046";LAVARONE;0464/721283;;ic.folgaria-lavarone@pec.provincia.tn.it;dir.rella.folgaria@scuole.provincia.tn.it;segr.rella.folgaria@scuole.provincia.tn.it;https://www.icfolgarialavaroneluserna.it;TNMM804024
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""";"SCUOLA SECONDARIA DI PRIMO GRADO ""S. PEDROLLI"" GARDOLO TRENTO";;"A carattere statale/provinciale";"LAURA DE DONNO";;;"Via IV Novembre, 35/1 38121";TRENTO;0461/990287;0461/994418;ic.trento7@pec.provincia.tn.it;dir.ic.tn7@scuole.provincia.tn.it;segr.ic.tn7@scuole.provincia.tn.it;https://www.trento7.it;TNMM85101L
"ISTITUTO COMPRENSIVO ALTA VALLAGARINA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PASQUALE TAPPA";;;"Via Stazione, 30 38060";VOLANO;0464/410475;0461/490699;ic.altavallagarina@pec.provincia.tn.it;dir.ic.altavallagarina@scuole.provincia.tn.it;segr.ic.altavallagarina@scuole.provincia.tn.it;https://www.ic-altavallagarina.it;TNIC86000A
"COLLEGIO ARCIVESCOVILE DAME INGLESI - ROVERETO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Corso Bettini, 71 38068";ROVERETO;0464/406000;0464/406077;collegioarcivescovile@pec.it;dameinglesi@arcivescoviletrento.it;lia@arcivescoviletrento.it;https://www.arcivescoviletrento.it;
"COLLEGIO ARCIVESCOVILE C.ENDRICI - TRENTO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"CHRISTIAN BONAZZA";"BRUNO DAVES";;"Via Monsignor  Endrici, 23 38122";TRENTO;0461/1731200;0461/1731288;collegioarcivescovile@pec.it;collegioarcivescovile@arcivescoviletrento.it;didatticatn@arcivescoviletrento.it;https://www.arcivescoviletrento.it;
"ISTITUTO COMPRENSIVO TRENTO 1 ""Margherita Hack""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PIERA PEGORETTI";;;"Via Znojmo, 24 38123";TRENTO;0461/912740;0461/912065;ic.trento1@pec.provincia.tn.it;dir.ic.tn1@scuole.provincia.tn.it;segr.ic.tn1@scuole.provincia.tn.it;https://www.ictrento1.it;TNIC81900Q
"ISTITUTO COMPRENSIVO TRENTO 1 ""Margherita Hack""";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PASCOLI"" POVO";;"A carattere statale/provinciale";"PIERA PEGORETTI";;;"Via Znojmo, 24 38123";TRENTO;0461/912740;0461/912065;ic.trento1@pec.provincia.tn.it;dir.ic.tn1@scuole.provincia.tn.it;segr.ic.tn1@scuole.provincia.tn.it;https://www.ictrento1.it;TNMM81901R
"ISTITUTO COMPRENSIVO BORGO VALSUGANA";"SCUOLA SECONDARIA DI PRIMO GRADO ""S. FANTE"" GRIGNO";;"A carattere statale/provinciale";"LUIGI VITULLO";;;"Viale Trento, 2  38055";GRIGNO;0461/753179;0461/754131;ic.borgovalsugana@pec.provincia.tn.it;dir.ic.borgovalsugana@scuole.provincia.tn.it;segr.ic.borgovalsugana@scuole.provincia.tn.it;http://www.icborgovalsugana.edu.it/;TNMM812023
"ISTITUTO COMPRENSIVO TRENTO 3";"SCUOLA SECONDARIA DI PRIMO GRADO ""BRONZETTI - SEGANTINI"" TRENTO";;"A carattere statale/provinciale";"LINA BROCH";;;"Via Vittorio Veneto, 61 38122";TRENTO;0461/1825610;;ic.trento3@pec.provincia.tn.it;dir.ic.tn3@scuole.provincia.tn.it;segr.ic.tn3@scuole.provincia.tn.it;http://www.ictrento3.it;TNMM85601Q
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIULIO BERTOLDI";;;"Via XXIV Maggio, 7 38051";"BORGO VALSUGANA";0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;TNIS00200E
"ISTITUTO COMPRENSIVO ROVERETO EST";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MICHELE ROSA";;;"Corso Rosmini, 86 38068";ROVERETO;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;TNIC853007
"ISTITUTO COMPRENSIVO TRENTO 3";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LINA BROCH";;;"Via Vittorio Veneto, 61 38122";TRENTO;0461/1825610;;ic.trento3@pec.provincia.tn.it;dir.ic.tn3@scuole.provincia.tn.it;segr.ic.tn3@scuole.provincia.tn.it;http://www.ictrento3.it;TNIC85600P
"ISTITUTO COMPRENSIVO TRENTO 4";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ELENA  VALDUGA";;;"Viale Degli Olmi, 22 38123";TRENTO;0461/920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;TNIC85700E
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA SECONDARIA DI PRIMO GRADO ALDENO";;"A carattere statale/provinciale";"MICHELE RUELE";;;"Via XXV Aprile, 1 38060";ALDENO;0461/842823;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;TNMM82101R
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLO CHINCARINI";;;"Viale Dei Tigli, 43 38066";"RIVA DEL GARDA";0464/578511;0464/578555;floriani@pec.provincia.tn.it;dir.istitutofloriani@scuole.provincia.tn.it;segr.istitutofloriani@scuole.provincia.tn.it;https://www.g-floriani.it;TNIS00800D
"ISTITUTO COMPRENSIVO VAL RENDENA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIUSEPPE PRIGIOTTI";;;"Viale Della Pace, 10 38086";PINZOLO;0465/501139;0465/512119;ic.valrendena@pec.provincia.tn.it;dir.ic.valrendena@scuole.provincia.tn.it;segr.ic.valrendena@scuole.provincia.tn.it;https://www.icvalrendena.edu.it;TNIC83400T
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LICIA CAMPI";;;"Via Colle Verde, 3 38010";DENNO;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;TNIC82900A
"ISTITUTO COMPRENSIVO ISERA - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FRANCESCA BORROI";;;"Viale Della Vittoria, 43 38068";ROVERETO;0464/431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;TNIC845008
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"RENATO PAOLI";;;"Via Durone, 53 38079";"TIONE DI TRENTO";0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;TNIS00700N
