comune;provincia autonoma;popolazione;superficie;densità;altitudine;link;codice postale;istat;sito;comuni confinanti;lat;lon;lat_n;lon_n
sagron mis;trento;177;1096;16;1062;https://it.wikipedia.org/wiki/Sagron_Mis;38050;22164;https://www.comune.sagronmis.tn.it/;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;46°11′44.16″N;11°56′39.12″E;46.1956;11.9442
samone;trento;546;499;109;673;https://it.wikipedia.org/wiki/Samone_(Trentino-Alto_Adige);38059;22165;http://www.comune.samone.tn.it;"";46°04′53.65″N;11°31′22.01″E;46.08156944444445;11.522780555555556
san giovanni di fassa;trento;3581;9977;36;1325;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;38036;22250;http://www.comune.senjandifassa.tn.it/;https://it.wikipedia.org/wiki/Canazei|https://it.wikipedia.org/wiki/Mazzin|https://it.wikipedia.org/wiki/Moena|https://it.wikipedia.org/wiki/Soraga_di_Fassa;46°25′48.94″N;11°41′12.46″E;46.43026111111111;11.686794444444445
san lorenzo dorsino;trento;1575;7425;21;758;https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino;38070 e 38078;22231;http://www.comune.sanlorenzodorsino.tn.it/;https://it.wikipedia.org/wiki/Andalo|https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Madruzzo_(Italia)|https://it.wikipedia.org/wiki/Molveno|https://it.wikipedia.org/wiki/Stenico|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Vallelaghi;46°04′39″N;10°54′34.2″E;46.0775;10.9095
san michele all'adige;trento;4101;1654;248;228;https://it.wikipedia.org/wiki/San_Michele_all%27Adige;38098;22167;http://www.comune.sanmichelealladige.tn.it;https://it.wikipedia.org/wiki/Giovo|https://it.wikipedia.org/wiki/Lavis|https://it.wikipedia.org/wiki/Mezzocorona|https://it.wikipedia.org/wiki/Mezzolombardo|https://it.wikipedia.org/wiki/Terre_d%27Adige;46°11′37.68″N;11°08′04.56″E;46.193799999999996;11.134599999999999
sant'orsola terme;trento;1104;1534;63;1428;https://it.wikipedia.org/wiki/Sant%27Orsola_Terme;38050;22168;http://www.comune.santorsolaterme.tn.it;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Fierozzo|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Pal%C3%B9_del_Fersina|https://it.wikipedia.org/wiki/Pergine_Valsugana;46°07′N;11°18′E;46.11666666666667;11.3
sanzeno;trento;927;789;118;640;https://it.wikipedia.org/wiki/Sanzeno;38010;22169;https://www.comune.sanzeno.tn.it/;https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Dambel|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Romeno_(Italia)|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°22′N;11°04′E;46.36666666666667;11.066666666666666
sarnonico;trento;789;1118;71;963;https://it.wikipedia.org/wiki/Sarnonico;38010;22170;https://www.comune.sarnonico.tn.it/;https://it.wikipedia.org/wiki/Borgo_d%27Anaunia|https://it.wikipedia.org/wiki/Cavareno|https://it.wikipedia.org/wiki/Dambel|https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Romeno_(Italia)|https://it.wikipedia.org/wiki/Ronzone|https://it.wikipedia.org/wiki/Ruffr%C3%A9-Mendola;46°25′07.42″N;11°08′26.85″E;46.418727777777775;11.140791666666667
scurelle;trento;1358;2985;45;375;https://it.wikipedia.org/wiki/Scurelle;38050;22171;http://www.comune.scurelle.tn.it;https://it.wikipedia.org/wiki/Bieno|https://it.wikipedia.org/wiki/Carzano|https://it.wikipedia.org/wiki/Castello_Tesino|https://it.wikipedia.org/wiki/Castelnuovo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Telve;46°03′54.4″N;11°30′23.51″E;46.06511111111111;11.506530555555555
segonzano;trento;1357;2062;66;660;https://it.wikipedia.org/wiki/Segonzano;38047;22172;http://www.comune.segonzano.tn.it;https://it.wikipedia.org/wiki/Altavalle|https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Cembra_Lisignago|https://it.wikipedia.org/wiki/Lona-Lases|https://it.wikipedia.org/wiki/Sover;46°11′N;11°16′E;46.18333333333333;11.266666666666667
sella giudicarie;trento;2948;8554;34;842;https://it.wikipedia.org/wiki/Sella_Giudicarie;38087;22246;http://www.comunesellagiudicarie.tn.it/;https://it.wikipedia.org/wiki/Borgo_Lares|https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo|https://it.wikipedia.org/wiki/Porte_di_Rendena|https://it.wikipedia.org/wiki/Tione_di_Trento|https://it.wikipedia.org/wiki/Valdaone;45°59′03″N;10°40′10″E;45.98416666666667;10.669444444444444
sfruz;trento;363;1255;29;1015;https://it.wikipedia.org/wiki/Sfruz;38010;22173;http://www.comune.sfruz.tn.it;https://it.wikipedia.org/wiki/Amblar-Don|https://it.wikipedia.org/wiki/Predaia;46°20′N;11°07′E;46.333333333333336;11.116666666666667
soraga di fassa;trento;718;1999;36;1220;https://it.wikipedia.org/wiki/Soraga_di_Fassa;38030;22176;http://www.comune.soraga.tn.it/;https://it.wikipedia.org/wiki/Moena|https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;46°23′45.35″N;11°40′05.59″E;46.39593055555555;11.668219444444444
sover;trento;786;1488;53;831;https://it.wikipedia.org/wiki/Sover;38048;22177;http://comunesover.tn.it/;https://it.wikipedia.org/wiki/Altavalle|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Capriana|https://it.wikipedia.org/wiki/Lona-Lases|https://it.wikipedia.org/wiki/Segonzano|https://it.wikipedia.org/wiki/Valfloriana;46°13′N;11°19′E;46.21666666666667;11.316666666666666
spiazzo;trento;1266;7076;18;645;https://it.wikipedia.org/wiki/Spiazzo;38088;22179;https://www.comune.spiazzo.tn.it/;https://it.wikipedia.org/wiki/Bocenago|https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/Pelugo|https://it.wikipedia.org/wiki/Strembo|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Valdaone;46°06′12.96″N;10°44′21.73″E;46.1036;10.739369444444444
spormaggiore;trento;1248;2985;42;565;https://it.wikipedia.org/wiki/Spormaggiore;38010;22180;http://www.comune.spormaggiore.tn.it;https://it.wikipedia.org/wiki/Campodenno|https://it.wikipedia.org/wiki/Cavedago|https://it.wikipedia.org/wiki/Fai_della_Paganella|https://it.wikipedia.org/wiki/Mezzolombardo|https://it.wikipedia.org/wiki/Molveno|https://it.wikipedia.org/wiki/Sporminore|https://it.wikipedia.org/wiki/Ton|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°13′N;11°03′E;46.21666666666667;11.05
sporminore;trento;718;1794;40;515;https://it.wikipedia.org/wiki/Sporminore;38010;22181;https://www.comune.sporminore.tn.it/;https://it.wikipedia.org/wiki/Campodenno|https://it.wikipedia.org/wiki/Spormaggiore|https://it.wikipedia.org/wiki/Ton;46°14′N;11°02′E;46.233333333333334;11.033333333333333
stenico;trento;1175;4918;24;666;https://it.wikipedia.org/wiki/Stenico;38070;22182;http://www.comune.stenico.tn.it/;https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Bocenago|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino|https://it.wikipedia.org/wiki/Tre_Ville;46°03′N;10°51′E;46.05;10.85
storo;trento;4477;6432;70;409;https://it.wikipedia.org/wiki/Storo;38089;22183;http://www.comune.storo.tn.it;https://it.wikipedia.org/wiki/Bondone|https://it.wikipedia.org/wiki/Borgo_Chiese|https://it.wikipedia.org/wiki/Ledro;45°50′56″N;10°34′49″E;45.848888888888894;10.580277777777777
strembo;trento;582;3919;15;714;https://it.wikipedia.org/wiki/Strembo;38080;22184;http://www.comune.strembo.tn.it/;https://it.wikipedia.org/wiki/Bocenago|https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Valdaone|https://it.wikipedia.org/wiki/Vermiglio_(Italia);46°07′N;10°45′E;46.11666666666667;10.75
telve;trento;1905;6389;30;550;https://it.wikipedia.org/wiki/Telve;38050;22188;https://www.comune.telve.tn.it;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Carzano|https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme|https://it.wikipedia.org/wiki/Castelnuovo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Pal%C3%B9_del_Fersina|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Scurelle|https://it.wikipedia.org/wiki/Telve_di_Sopra|https://it.wikipedia.org/wiki/Valfloriana;46°04′N;11°29′E;46.06666666666667;11.483333333333333
telve di sopra;trento;620;1823;34;650;https://it.wikipedia.org/wiki/Telve_di_Sopra;38050;22189;http://www.comunetelvedisopra.tn.it/;https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Pal%C3%B9_del_Fersina|https://it.wikipedia.org/wiki/Telve|https://it.wikipedia.org/wiki/Torcegno;46°04′N;11°28′E;46.06666666666667;11.466666666666667
tenna;trento;1065;298;357;569;https://it.wikipedia.org/wiki/Tenna_(comune);38050;22190;http://www.comune.tenna.tn.it;https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Pergine_Valsugana;46°01′N;11°16′E;46.016666666666666;11.266666666666667
tenno;trento;2039;2824;72;428;https://it.wikipedia.org/wiki/Tenno;38060;22191;https://www.comune.tenno.tn.it/;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Ledro|https://it.wikipedia.org/wiki/Fiav%C3%A9|https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Riva_del_Garda;45°55′10″N;10°49′56″E;45.919444444444444;10.832222222222223
terragnolo;trento;705;3970;18;785;https://it.wikipedia.org/wiki/Terragnolo;38060;22193;https://www.comune.terragnolo.tn.it/;https://it.wikipedia.org/wiki/Folgaria|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Trambileno;45°53′N;11°09′E;45.88333333333333;11.15
terre d'adige;trento;3095;1650;188;206;https://it.wikipedia.org/wiki/Terre_d%27Adige;38097;22251;http://www.comune.terredadige.tn.it/;https://it.wikipedia.org/wiki/Andalo|https://it.wikipedia.org/wiki/Fai_della_Paganella|https://it.wikipedia.org/wiki/Lavis|https://it.wikipedia.org/wiki/Mezzolombardo|https://it.wikipedia.org/wiki/San_Michele_all%27Adige|https://it.wikipedia.org/wiki/Vallelaghi;46°09′05.8″N;11°05′49.99″E;46.15161111111111;11.097219444444445
terzolas;trento;643;583;110;755;https://it.wikipedia.org/wiki/Terzolas;38027;22195;https://www.comune.terzolas.tn.it/;https://it.wikipedia.org/wiki/Caldes|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia);46°21′40.71″N;10°55′33.99″E;46.361308333333334;10.926108333333334
tesero;trento;2994;5058;59;1000;https://it.wikipedia.org/wiki/Tesero;38038;22196;http://www.comune.tesero.tn.it/;https://it.wikipedia.org/wiki/Cavalese|https://it.wikipedia.org/wiki/Panchi%C3%A0|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Predazzo|https://it.wikipedia.org/wiki/Ville_di_Fiemme;46°17′21.62″N;11°30′40.82″E;46.289338888888885;11.511338888888888
tione di trento;trento;3664;3291;111;565;https://it.wikipedia.org/wiki/Tione_di_Trento;38079;22199;http://www.comunetioneditrento.it;https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Bleggio_Superiore|https://it.wikipedia.org/wiki/Borgo_Lares|https://it.wikipedia.org/wiki/Ledro|https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo|https://it.wikipedia.org/wiki/Porte_di_Rendena|https://it.wikipedia.org/wiki/Sella_Giudicarie|https://it.wikipedia.org/wiki/Tre_Ville;46°00′33.71″N;10°43′23.5″E;46.00936388888889;10.723194444444445
ton;trento;1282;2640;49;482;https://it.wikipedia.org/wiki/Ton;38010;22200;https://www.comune.ton.tn.it/;https://it.wikipedia.org/wiki/Campodenno|https://it.wikipedia.org/wiki/Denno|https://it.wikipedia.org/wiki/Mezzocorona|https://it.wikipedia.org/wiki/Mezzolombardo|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Rover%C3%A9_della_Luna|https://it.wikipedia.org/wiki/Spormaggiore|https://it.wikipedia.org/wiki/Sporminore;46°16′N;11°05′E;46.266666666666666;11.083333333333334
torcegno;trento;694;1484;47;769;https://it.wikipedia.org/wiki/Torcegno;38050;22202;https://www.comune.torcegno.tn.it/;https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Fierozzo|https://it.wikipedia.org/wiki/Pal%C3%B9_del_Fersina|https://it.wikipedia.org/wiki/Roncegno_Terme|https://it.wikipedia.org/wiki/Ronchi_Valsugana|https://it.wikipedia.org/wiki/Telve_di_Sopra;46°04′N;11°27′E;46.06666666666667;11.45
trambileno;trento;1473;5030;29;525;https://it.wikipedia.org/wiki/Trambileno;38068;22203;http://www.comune.trambileno.tn.it;https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Terragnolo|https://it.wikipedia.org/wiki/Vallarsa;45°50′04.54″N;11°07′32.44″E;45.83459444444445;11.125677777777778
tre ville;trento;1382;8247;17;556;https://it.wikipedia.org/wiki/Tre_Ville;38095;22247;https://www.comune.treville.tn.it/;https://it.wikipedia.org/wiki/Bocenago|https://it.wikipedia.org/wiki/Borgo_Lares|https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Dimaro_Folgarida|https://it.wikipedia.org/wiki/Molveno|https://it.wikipedia.org/wiki/Pelugo|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Porte_di_Rendena|https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Stenico|https://it.wikipedia.org/wiki/Tione_di_Trento|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°04′N;10°45′E;46.06666666666667;10.75
trento;trento;118886;15754;755;194;https://it.wikipedia.org/wiki/Trento;38121 (nord)38122 (centro)38123 (sud);22205;http://www.comune.trento.it;https://it.wikipedia.org/wiki/Albiano_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Aldeno|https://it.wikipedia.org/wiki/Altopiano_della_Vigolana|https://it.wikipedia.org/wiki/Besenello|https://it.wikipedia.org/wiki/Cavedine|https://it.wikipedia.org/wiki/Cimone_(comune)|https://it.wikipedia.org/wiki/Civezzano|https://it.wikipedia.org/wiki/Garniga_Terme|https://it.wikipedia.org/wiki/Giovo|https://it.wikipedia.org/wiki/Lavis|https://it.wikipedia.org/wiki/Madruzzo_(Italia)|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Vallelaghi|https://it.wikipedia.org/wiki/Villa_Lagarina;46°04′N;11°07′E;46.06666666666667;11.116666666666667
valdaone;trento;1147;17719;647;767;https://it.wikipedia.org/wiki/Valdaone;38091;22232;http://www.comune.valdaone.tn.it/;https://it.wikipedia.org/wiki/Borgo_Chiese|https://it.wikipedia.org/wiki/Castel_Condino|https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/Pelugo|https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo|https://it.wikipedia.org/wiki/Porte_di_Rendena|https://it.wikipedia.org/wiki/Sella_Giudicarie|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Strembo;45°56′53.16″N;10°37′19.56″E;45.9481;10.6221
valfloriana;trento;473;3902;12;853;https://it.wikipedia.org/wiki/Valfloriana;38040;22209;https://www.comune.valfloriana.tn.it/;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Capriana|https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme|https://it.wikipedia.org/wiki/Lona-Lases|https://it.wikipedia.org/wiki/Sover|https://it.wikipedia.org/wiki/Telve;46°15′N;11°21′E;46.25;11.35
vallarsa;trento;1392;7795;18;724;https://it.wikipedia.org/wiki/Vallarsa;38060;22210;http://www.comune.vallarsa.tn.it;https://it.wikipedia.org/wiki/Ala_(Italia)|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Trambileno;45°46′58.08″N;11°07′04.37″E;45.7828;11.117880555555557
vallelaghi;trento;5256;7277;72;385;https://it.wikipedia.org/wiki/Vallelaghi;38096;22248;http://www.comune.vallelaghi.tn.it/;https://it.wikipedia.org/wiki/Andalo|https://it.wikipedia.org/wiki/Fai_della_Paganella|https://it.wikipedia.org/wiki/Lavis|https://it.wikipedia.org/wiki/Madruzzo_(Italia)|https://it.wikipedia.org/wiki/Molveno|https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino|https://it.wikipedia.org/wiki/Terre_d%27Adige|https://it.wikipedia.org/wiki/Trento;46°04′N;10°59′E;46.06666666666667;10.983333333333333
vermiglio;trento;1783;9486;19;1261;https://it.wikipedia.org/wiki/Vermiglio_(Italia);38029;22213;https://www.comune.vermiglio.tn.it/;https://it.wikipedia.org/wiki/Carisolo|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Ossana|https://it.wikipedia.org/wiki/Peio|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Strembo;46°18′N;10°41′E;46.3;10.683333333333334
vignola-falesina;trento;199;1224;16;984;https://it.wikipedia.org/wiki/Vignola-Falesina;38050;22216;http://www.comune.vignola-falesina.tn.it/;https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Pergine_Valsugana;46°02′39.7″N;11°16′38.57″E;46.04436111111111;11.277380555555556
villa lagarina;trento;3893;2401;162;180;https://it.wikipedia.org/wiki/Villa_Lagarina;38060;22222;http://www.comune.villalagarina.tn.it;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Cavedine|https://it.wikipedia.org/wiki/Cimone_(comune)|https://it.wikipedia.org/wiki/Drena|https://it.wikipedia.org/wiki/Isera|https://it.wikipedia.org/wiki/Nogaredo|https://it.wikipedia.org/wiki/Pomarolo|https://it.wikipedia.org/wiki/Ronzo-Chienis|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Trento;45°55′N;11°02′E;45.916666666666664;11.033333333333333
ville d'anaunia;trento;4672;8849;53;629;https://it.wikipedia.org/wiki/Ville_d%27Anaunia;38019;22249;http://www.comune.villedanaunia.tn.it/;https://it.wikipedia.org/wiki/Campodenno|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Cont%C3%A0|https://it.wikipedia.org/wiki/Denno|https://it.wikipedia.org/wiki/Dimaro_Folgarida|https://it.wikipedia.org/wiki/Molveno|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Sanzeno|https://it.wikipedia.org/wiki/Spormaggiore;46°19′N;11°03′E;46.31666666666667;11.05
ville di fiemme;trento;2650;4619;57;1160;https://it.wikipedia.org/wiki/Ville_di_Fiemme;38099;22254;https://www.comune.villedifiemme.tn.it/;https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme|https://it.wikipedia.org/wiki/Cavalese|https://it.wikipedia.org/wiki/Tesero;46°18′02.52″N;11°26′52.08″E;46.3007;11.4478
volano;trento;3121;1053;296;189;https://it.wikipedia.org/wiki/Volano_(Italia);38060;22224;http://www.comune.volano.tn.it/;https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Nomi_(Italia)|https://it.wikipedia.org/wiki/Pomarolo|https://it.wikipedia.org/wiki/Rovereto;45°55′01.85″N;11°03′48.64″E;45.917180555555554;11.063511111111112
ziano di fiemme;trento;1780;3543;50;953;https://it.wikipedia.org/wiki/Ziano_di_Fiemme;38030;22226;https://www.comune.ziano.tn.it/;https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Panchi%C3%A0|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Predazzo;46°17′11.2″N;11°33′40.6″E;46.28644444444444;11.561277777777779
