main institute;school;school type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity
istituto comprensivo vigolo vattaro;;istituzione scolastica e formativa;a carattere statale/provinciale;gabriella vitale;;;via garibaldi - vigolo vattaro, 8 38049;altopiano della vigolana;0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;tnic803006;https://www.vivoscuola.it/content/view/full/29745;institute
istituto comprensivo vigolo vattaro;"scuola primaria ""a. fogazzaro"" vattaro";;a carattere statale/provinciale;gabriella vitale;;;via venezia - bosentino, 12/a 38049;altopiano della vigolana;0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;tnee803029;https://www.vivoscuola.it/content/view/full/29745;school
istituto comprensivo vigolo vattaro;"scuola primaria ""don t. segnana"" centa san nicolo'";;a carattere statale/provinciale;gabriella vitale;;;via don rossi - centa san nicolo, 4 38049;altopiano della vigolana;0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;tnee80303a;https://www.vivoscuola.it/content/view/full/29745;school
istituto comprensivo vigolo vattaro;scuola primaria vigolo vattaro;;a carattere statale/provinciale;gabriella vitale;;;via garibaldi - vigolo vattaro, 8 38049;altopiano della vigolana;0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;tnee803018;https://www.vivoscuola.it/content/view/full/29745;school
istituto comprensivo vigolo vattaro;scuola secondaria di primo grado vigolo vattaro;;a carattere statale/provinciale;gabriella vitale;;;via garibaldi - vigolo vattaro, 8 38049;altopiano della vigolana;0461/848878;0461/845217;ic.vigolovattaro@pec.provincia.tn.it;dir.vigolovattaro@scuole.provincia.tn.it;segr.vigolovattaro@scuole.provincia.tn.it;https://www.icvigolovattaro.it;tnmm803017;https://www.vivoscuola.it/content/view/full/29745;school
istituto comprensivo villa lagarina;;istituzione scolastica e formativa;a carattere statale/provinciale;tiziana chemotti;;;via stockstadt am rhein, 3 38060;villa lagarina;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;tnic846004;https://www.vivoscuola.it/content/view/full/29750;institute
istituto comprensivo villa lagarina;"scuola primaria ""l. vicentini"" nomi";;a carattere statale/provinciale;tiziana chemotti;;;via romani, 12 38060;nomi;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;tnee84606b;https://www.vivoscuola.it/content/view/full/29750;school
istituto comprensivo villa lagarina;"scuola primaria ""p. lodron"" villa lagarina";;a carattere statale/provinciale;tiziana chemotti;;;via stockstadt am rhein, 9 38060;villa lagarina;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;tnee846038;https://www.vivoscuola.it/content/view/full/29750;school
istituto comprensivo villa lagarina;"scuola primaria ""r. galvagni"" pomarolo";;a carattere statale/provinciale;tiziana chemotti;;;piazzale colonello angheben, 5 38060;pomarolo;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;tnee846027;https://www.vivoscuola.it/content/view/full/29750;school
istituto comprensivo villa lagarina;scuola primaria nogaredo;;a carattere statale/provinciale;tiziana chemotti;;;via verdi, 44 38060;nogaredo;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;tnee846016;https://www.vivoscuola.it/content/view/full/29750;school
istituto comprensivo villa lagarina;"scuola secondaria di primo grado ""a. frank"" villa lagarina";;a carattere statale/provinciale;tiziana chemotti;;;via stockstadt am rhein, 3 38060;villa lagarina;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;tnmm846015;https://www.vivoscuola.it/content/view/full/29750;school
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";;istituzione scolastica e formativa;a carattere statale/provinciale;lucia russo;;;via ziehl, 5 38056;levico terme;0461/706294;0461/702025;ifpa.levicoterme@pec.provincia.tn.it;dir.ifpa.levicoterme@scuole.provincia.tn.it;segr.ifpa.levicoterme@scuole.provincia.tn.it;https://www.alberghierolevico.it;tncf010001;https://www.vivoscuola.it/content/view/full/29858;institute
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";capes - settore servizi;;a carattere statale/provinciale;lucia russo;;;via ziehl, 5 38056;levico terme;0461/706294;0461/702025;ifpa.levicoterme@pec.provincia.tn.it;dir.ifpa.levicoterme@scuole.provincia.tn.it;segr.ifpa.levicoterme@scuole.provincia.tn.it;https://www.alberghierolevico.it;tncf010001;https://www.vivoscuola.it/content/view/full/29858;school
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";settore industria e artigianato;;a carattere statale/provinciale;lucia russo;;;via ziehl, 5 38056;levico terme;0461/706294;0461/702025;ifpa.levicoterme@pec.provincia.tn.it;dir.ifpa.levicoterme@scuole.provincia.tn.it;segr.ifpa.levicoterme@scuole.provincia.tn.it;https://www.alberghierolevico.it;tncf010001;https://www.vivoscuola.it/content/view/full/29858;school
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";settore servizi;;a carattere statale/provinciale;lucia russo;targa walter;;via ziehl, 5 38056;levico terme;0461/706294;0461/702025;ifpa.levicoterme@pec.provincia.tn.it;dir.ifpa.levicoterme@scuole.provincia.tn.it;segr.ifpa.levicoterme@scuole.provincia.tn.it;https://www.alberghierolevico.it;tncf010001;https://www.vivoscuola.it/content/view/full/29858;school
"istituto di formazione professionale alberghiero ""giuseppe cipriani""- levico";settore servizi serale;;a carattere statale/provinciale;lucia russo;targa walter;;via ziehl, 5 38056;levico terme;0461/706294;0461/702025;ifpa.levicoterme@pec.provincia.tn.it;dir.ifpa.levicoterme@scuole.provincia.tn.it;segr.ifpa.levicoterme@scuole.provincia.tn.it;https://www.alberghierolevico.it;;https://www.vivoscuola.it/content/view/full/29858;school
istituto di formazione professionale alberghiero - rovereto;;istituzione scolastica e formativa;a carattere statale/provinciale;vito rovigo;;;viale dei colli, 17 38068;rovereto;0464/439164;0464/435851;ifpa.rovereto@pec.provincia.tn.it;dir.ifpa.rovereto@scuole.provincia.tn.it;segr.ifpa.rovereto@scuole.provincia.tn.it;https://www.alberghierorovereto.it;tncf011001;https://www.vivoscuola.it/content/view/full/29861;institute
istituto di formazione professionale alberghiero - rovereto;capes - settore servizi;;a carattere statale/provinciale;vito rovigo;;;viale dei colli, 17 38068;rovereto;0464/439164;0464/435851;ifpa.rovereto@pec.provincia.tn.it;dir.ifpa.rovereto@scuole.provincia.tn.it;segr.ifpa.rovereto@scuole.provincia.tn.it;https://www.alberghierorovereto.it;tncf011001;https://www.vivoscuola.it/content/view/full/29861;school
istituto di formazione professionale alberghiero - rovereto;settore industria e artigianato;;a carattere statale/provinciale;vito rovigo;;;viale dei colli, 17 38068;rovereto;0464/439164;0464/435851;ifpa.rovereto@pec.provincia.tn.it;dir.ifpa.rovereto@scuole.provincia.tn.it;segr.ifpa.rovereto@scuole.provincia.tn.it;https://www.alberghierorovereto.it;tncf011001;https://www.vivoscuola.it/content/view/full/29861;school
istituto di formazione professionale alberghiero - rovereto;settore servizi;;a carattere statale/provinciale;vito rovigo;cazzani daniela;;viale dei colli, 17 38068;rovereto;0464/439164;0464/435851;ifpa.rovereto@pec.provincia.tn.it;dir.ifpa.rovereto@scuole.provincia.tn.it;segr.ifpa.rovereto@scuole.provincia.tn.it;https://www.alberghierorovereto.it;tncf011001;https://www.vivoscuola.it/content/view/full/29861;school
istituto di formazione professionale alberghiero - rovereto;settore servizi serale;;a carattere statale/provinciale;vito rovigo;cazzani daniela;;viale dei colli, 17 38068;rovereto;0464/439164;0464/435851;ifpa.rovereto@pec.provincia.tn.it;dir.ifpa.rovereto@scuole.provincia.tn.it;segr.ifpa.rovereto@scuole.provincia.tn.it;https://www.alberghierorovereto.it;;https://www.vivoscuola.it/content/view/full/29861;school
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";;istituzione scolastica e formativa;a carattere statale/provinciale;maria rita magistro;maria rita magistro;;viale verona, 141 38123;trento;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;tncf012001;https://www.vivoscuola.it/content/view/full/29864;institute
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";capes - settore servizi;;a carattere statale/provinciale;maria rita magistro;maria rita magistro;;viale verona, 141 38123;trento;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;tncf012001;https://www.vivoscuola.it/content/view/full/29864;school
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";settore industria e artigianato;;a carattere statale/provinciale;maria rita magistro;maria rita magistro;;via asiago, 14 38123;trento;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;tnfp268sta;https://www.vivoscuola.it/content/view/full/29864;school
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";settore industria e artigianato serale;;a carattere statale/provinciale;maria rita magistro;maria rita magistro;;via asiago, 14 38123;trento;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;;https://www.vivoscuola.it/content/view/full/29864;school
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";settore servizi;;a carattere statale/provinciale;maria rita magistro;maria rita magistro;;viale verona, 141 38123;trento;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;tncf012001;https://www.vivoscuola.it/content/view/full/29864;school
"istituto di formazione professionale servizi alla persona e legno ""s. pertini"" ";settore servizi serale;;a carattere statale/provinciale;maria rita magistro;maria rita magistro;;viale verona, 141 38123;trento;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;;https://www.vivoscuola.it/content/view/full/29864;school
"istituto di istruzione ""a. degasperi"" - borgo valsugana";;istituzione scolastica e formativa;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tnis00200e;https://www.vivoscuola.it/content/view/full/29760;institute
"istituto di istruzione ""a. degasperi"" - borgo valsugana";educazione per adulti relativa al primo ciclo;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tnct708006;https://www.vivoscuola.it/content/view/full/29760;school
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto professionale per i servizi sanitari serale;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tntd002505;https://www.vivoscuola.it/content/view/full/29760;school
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore economico;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tntd00201r;https://www.vivoscuola.it/content/view/full/29760;school
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tntd002505;https://www.vivoscuola.it/content/view/full/29760;school
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tntd00201r;https://www.vivoscuola.it/content/view/full/29760;school
"istituto di istruzione ""a. degasperi"" - borgo valsugana";istituto tecnico per il settore tecnologico serale;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tntd002505;https://www.vivoscuola.it/content/view/full/29760;school
"istituto di istruzione ""a. degasperi"" - borgo valsugana";liceo delle scienze umane;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tnps002011;https://www.vivoscuola.it/content/view/full/29760;school
"istituto di istruzione ""a. degasperi"" - borgo valsugana";liceo scientifico;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tnps002011;https://www.vivoscuola.it/content/view/full/29760;school
"istituto di istruzione ""a. degasperi"" - borgo valsugana";liceo scientifico opzione scienze applicate;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tnps002011;https://www.vivoscuola.it/content/view/full/29760;school
"istituto di istruzione ""don l.milani"" - rovereto";;istituzione scolastica e formativa;a carattere statale/provinciale;maria teresa dosso;;;via balista, 2 38068;rovereto;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;tnis009009;https://www.vivoscuola.it/content/view/full/29809;institute
"istituto di istruzione ""don l.milani"" - rovereto";educazione per adulti relativa al primo ciclo;;a carattere statale/provinciale;maria teresa dosso;;;via balista, 2 38068;rovereto;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;tnct70100b;https://www.vivoscuola.it/content/view/full/29809;school
"istituto di istruzione ""don l.milani"" - rovereto";istituto professionale per il settore dei servizi;;a carattere statale/provinciale;maria teresa dosso;;;via balista, 2 38068;rovereto;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;tnrc009018;https://www.vivoscuola.it/content/view/full/29809;school
"istituto di istruzione ""don l.milani"" - rovereto";istituto professionale per il settore dei servizi serale;;a carattere statale/provinciale;maria teresa dosso;;;via balista, 2 38068;rovereto;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;tnrc00951n;https://www.vivoscuola.it/content/view/full/29809;school
"istituto di istruzione ""don l.milani"" - rovereto";istituto tecnico per il settore economico;;a carattere statale/provinciale;maria teresa dosso;;;via balista, 2 38068;rovereto;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;tntd00901g;https://www.vivoscuola.it/content/view/full/29809;school
"istituto di istruzione ""don l.milani"" - rovereto";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;maria teresa dosso;;;via balista, 2 38068;rovereto;0464/485511;0464/485550;donmilani@pec.provincia.tn.it;dir.donmilani@scuole.provincia.tn.it;segr.donmilani@scuole.provincia.tn.it;www.domir.edu.it;tntd00950x;https://www.vivoscuola.it/content/view/full/29809;school
"istituto di istruzione ""l. guetti"" - tione di trento";;istituzione scolastica e formativa;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnis00700n;https://www.vivoscuola.it/content/view/full/29771;institute
"istituto di istruzione ""l. guetti"" - tione di trento";educazione per adulti relativa al primo ciclo;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnct711002;https://www.vivoscuola.it/content/view/full/29771;school
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore economico;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tntd00701x;https://www.vivoscuola.it/content/view/full/29771;school
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tntd007519;https://www.vivoscuola.it/content/view/full/29771;school
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tntd00701x;https://www.vivoscuola.it/content/view/full/29771;school
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore tecnologico serale;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tntd007519;https://www.vivoscuola.it/content/view/full/29771;school
"istituto di istruzione ""l. guetti"" - tione di trento";liceo delle scienze umane;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnps007014;https://www.vivoscuola.it/content/view/full/29771;school
"istituto di istruzione ""l. guetti"" - tione di trento";liceo linguistico;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnps007014;https://www.vivoscuola.it/content/view/full/29771;school
"istituto di istruzione ""l. guetti"" - tione di trento";liceo scientifico;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnps007014;https://www.vivoscuola.it/content/view/full/29771;school
"istituto di istruzione ""l. guetti"" - tione di trento";liceo scientifico opzione scienze applicate;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnps007014;https://www.vivoscuola.it/content/view/full/29771;school
"istituto di istruzione ""la rosa bianca"" - cavalese";;istituzione scolastica e formativa;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tnis00100p;https://www.vivoscuola.it/content/view/full/29781;institute
"istituto di istruzione ""la rosa bianca"" - cavalese";educazione per adulti relativa al primo ciclo;;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tnct710006;https://www.vivoscuola.it/content/view/full/29781;school
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore economico - predazzo;;a carattere statale/provinciale;marco felicetti;;;corso degasperi, 14 38037;predazzo;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tntd001011;https://www.vivoscuola.it/content/view/full/29781;school
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore economico serale - predazzo;;a carattere statale/provinciale;marco felicetti;;;corso degasperi, 14 38037;predazzo;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tntd001509;https://www.vivoscuola.it/content/view/full/29781;school
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore tecnologico;;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tntl00101b;https://www.vivoscuola.it/content/view/full/29781;school
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore tecnologico serale - predazzo;;a carattere statale/provinciale;marco felicetti;;;corso degasperi, 14 38037;predazzo;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tntd001509;https://www.vivoscuola.it/content/view/full/29781;school
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo delle scienze umane;;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tnps001015;https://www.vivoscuola.it/content/view/full/29781;school
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo delle scienze umane opzione economico sociale;;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tnps001015;https://www.vivoscuola.it/content/view/full/29781;school
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo linguistico;;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tnps001015;https://www.vivoscuola.it/content/view/full/29781;school
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo scientifico;;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tnps001015;https://www.vivoscuola.it/content/view/full/29781;school
"istituto di istruzione ""m. curie"" - pergine valsugana";;istituzione scolastica e formativa;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnis004006;https://www.vivoscuola.it/content/view/full/29790;institute
"istituto di istruzione ""m. curie"" - pergine valsugana";educazione per adulti relativa al primo ciclo;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnct703003;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore economico - levico;;a carattere statale/provinciale;tiziana gulli;;;viale vittorio emanuele, 5 38056;levico terme;0461/706012;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnrc004015;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore economico - pergine;;a carattere statale/provinciale;tiziana gulli;;;via san pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tntd00401c;https://www.vivoscuola.it/content/view/full/29790;school
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tntd00450r;https://www.vivoscuola.it/content/view/full/29790;school
