istituto principale;scuola;tipo istituto;tipo gestione;dirigente;direttore;coordinatore pedagogico;indirizzo;comune;telefono;fax;email istituto;email dirigenza;email segreteria;sito web;codice miur
istituto comprensivo pergine 1;"scuola primaria ""don l. milani"" pergine valsugana";;a carattere statale/provinciale;daniela fruet;;;via monte cristallo, 2 38057;pergine valsugana;0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;tnee81402q
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore economico;;a carattere statale/provinciale;alfredo romantini;;;via iv novembre, 35 38023;cles;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;tntd100001
istituto comprensivo di scuola primaria e secondaria di primiero;liceo scientifico opzione scienze applicate;;a carattere statale/provinciale;maria prodi;;;via delle fonti - transacqua, 10 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnps100005
"istituto comprensivo trento 2 ""j. a. comenius""";"scuola primaria ""r. belenzani"" s.vito";;a carattere statale/provinciale;carlo zanetti;;;via s vito, 169 38121;trento;0461/982113;0461/237554;ic.comenius@pec.provincia.tn.it;dir.ictn2@scuole.provincia.tn.it;segr.ictn2@scuole.provincia.tn.it;https://www.icomenius.it;tnee820045
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore tecnologico serale;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tntd007519
istituto comprensivo mezzolombardo - paganella;scuola primaria nave san rocco;;a carattere statale/provinciale;cinzia casna;;;piazza s rocco, 15 38010;terre d'adige;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;tnee82403b
"liceo scientifico ""g. galilei"" - trento";liceo scientifico;;a carattere statale/provinciale;elena ruggieri;;;viale bolognini, 88 38122;trento;0461/913479;0461/913367;galilei@pec.provincia.tn.it;dir.liceogalilei@scuole.provincia.tn.it;segr.liceogalilei@scuole.provincia.tn.it;https://www.lsgalilei.org/;tnps01000v
centro formazione professionale opera armida barelli - rovereto;settore servizi;;paritaria/equiparata;bernardo zanoner;camilla cestari;;via setaioli, 5 38068;rovereto;0464/433771;0464/431711;cfprovereto@pec.operaarmidabarelli.org;;cfprovereto@operaarmidabarelli.org;https://www.operaarmidabarelli.org;tncf005001
"istituto comprensivo del chiese ""don l. milani""";"scuola secondaria di primo grado ""g. leopardi"" storo";;a carattere statale/provinciale;romeo collini;;;via papaleoni, 5 38089;storo;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnmm838016
istituto comprensivo cembra;scuola secondaria di primo grado verla giovo;;a carattere statale/provinciale;stefano chesini;;;via al grec, 2 38030;giovo;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;tnmm82203p
istituto comprensivo cavalese;scuola primaria capriana;;a carattere statale/provinciale;roberto trolli;;;piazza scuole, 1 38030;capriana;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;tnee809017
istituto comprensivo bassa anaunia - tuenno;"scuola primaria ""mons. s. weber"" denno";;a carattere statale/provinciale;licia campi;;;via colle verde, 3 38010;denno;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;tnee82903e
istituto comprensivo rovereto est;"scuola primaria ""f. cavallin"" vallarsa raossi";;a carattere statale/provinciale;michele rosa;;;frazione raossi,   38060;vallarsa;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;tnee85306e
istituto comprensivo centro valsugana;"scuola secondaria di primo grado ""don l. milani"" telve";;a carattere statale/provinciale;loredana montanaro;;;via borgo, 2/a 38050;telve;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnmm81301t
istituto comprensivo rovereto est;"scuola secondaria di primo grado ""d. chiesa"" rovereto";;a carattere statale/provinciale;michele rosa;;;corso rosmini, 86 38068;rovereto;0464/433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;tnmm853018
"istituto comprensivo pergine 2 ""c. freinet""";scuola primaria canale;;a carattere statale/provinciale;stefano morelato;;;viale delle nazioni unite, 44 38057;pergine valsugana;0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;tnee81502g
"istituto comprensivo del chiese ""don l. milani""";scuola primaria storo - lodrone;;a carattere statale/provinciale;romeo collini;;;via xxiv maggio, 115 38089;storo;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnee83806c
"istituto di istruzione ""m. curie"" - pergine valsugana";istituto tecnico per il settore economico - levico;;a carattere statale/provinciale;tiziana gulli;;;viale vittorio emanuele, 5 38056;levico terme;0461/706012;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnrc004015
istituto comprensivo centro valsugana;"scuola primaria ""t. v. gozzer"" castelnuovo";;a carattere statale/provinciale;loredana montanaro;;;piazza municipio, 4 38050;castelnuovo;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnee81301v
"liceo classico ""g. prati"" - trento";liceo classico;;a carattere statale/provinciale;paola baratter;;;via s trinita, 38 38122;trento;0461/980190;0461/980747;prati@pec.provincia.tn.it;dir.liceoprati@scuole.provincia.tn.it;segr.liceoprati@scuole.provincia.tn.it;https://www.liceoprati.it;tnpc04000g
"istituto di istruzione ""la rosa bianca"" - cavalese";istituto tecnico per il settore tecnologico serale - predazzo;;a carattere statale/provinciale;marco felicetti;;;corso degasperi, 14 38037;predazzo;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tntd001509
istituto comprensivo levico terme;"scuola primaria ""c. chiesa"" caldonazzo";;a carattere statale/provinciale;ezio montibeller;;;via asilo, 3 38052;caldonazzo;0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;https://www.iclevico.eu;tnee818023
istituto comprensivo cavalese;scuola primaria casatta valfloriana;;a carattere statale/provinciale;roberto trolli;;;frazione casatta, 18/a 38040;valfloriana;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;tnee80908e
"istituto comprensivo del chiese ""don l. milani""";"scuola primaria ""g. papaleoni"" condino";;a carattere statale/provinciale;romeo collini;;;via la marmora - condino, 13 38083;borgo chiese;0465/686039;0465/687076;ic.chiese-storo@pec.provincia.tn.it;dir.ic.chiese@scuole.provincia.tn.it;segr.ic.chiese@scuole.provincia.tn.it;https://www.istitutodelchiese.it;tnee838039
"istituto comprensivo ala ""antonio bresciani""";;istituzione scolastica e formativa;a carattere statale/provinciale;maura maino;;;via don anzelini, 2 38061;ala;0464/671119;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;https://www.istitutocomprensivoala.it;tnic84800q
istituto comprensivo aldeno mattarello;scuola primaria romagnano trento;;a carattere statale/provinciale;michele ruele;;;via ai comuni, 6 38123;trento;0461/349119;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;tnee82101t
istituto comprensivo centro valsugana;scuola primaria telve;;a carattere statale/provinciale;loredana montanaro;;;via giusti, 5 38050;telve;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnee81302x
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore tecnologico serale;;a carattere statale/provinciale;alfredo romantini;;;via iv novembre, 35 38023;cles;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;https://www.istitutopilati.it;tntd10050a
istituto comprensivo di scuola primaria e secondaria di primiero;"scuola secondaria di primo grado ""l. negrelli""  - fiera di primiero";;a carattere statale/provinciale;maria prodi;;;viale monte grappa - fiera di primiero, 12 38054;primiero san martino di castrozza;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnmm81002b
istituto comprensivo cembra;scuola primaria verla giovo;;a carattere statale/provinciale;stefano chesini;;;via dell oratorio, 15 38030;giovo;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;tnee82203q
istituto comprensivo cavalese;scuola primaria masi cavalese;;a carattere statale/provinciale;roberto trolli;;;via damiano chiesa, 110 38033;cavalese;0462/340314;0462/342294;ic.cavalese@pec.provincia.tn.it;dir.cavalese@scuole.provincia.tn.it;segr.cavalese@scuole.provincia.tn.it;https://www.iccavalese.it;tnee80906c
istituto comprensivo centro valsugana;"scuola primaria ""c. corradi"" novaledo";;a carattere statale/provinciale;loredana montanaro;;;piazza municipio, 5 38050;novaledo;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnee813064
istituto comprensivo centro valsugana;scuola primaria telve di sopra;;a carattere statale/provinciale;loredana montanaro;;;via delle scuole, 19 38050;telve di sopra;0461/764581;0461/771046;ic.centrovalsugana@pec.provincia.tn.it;dir.ic.centrovalsugana@scuole.provincia.tn.it;segr.ic.centrovalsugana@scuole.provincia.tn.it;https://www.iccentrovalsugana.it;tnee813031
"istituto di istruzione ""l. guetti"" - tione di trento";liceo scientifico opzione scienze applicate;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnps007014
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo linguistico;;a carattere statale/provinciale;tiziana gulli;;;via s pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnps00401l
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo delle scienze umane;;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tnps001015
istituto comprensivo valle dei laghi - dro;"scuola secondaria di primo grado ""s. bellesini"" vezzano";;a carattere statale/provinciale;alessandro fabris;;;via roma - vezzano, 3 38070;vallelaghi;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;tnmm84401d
istituto comprensivo di scuola primaria e secondaria di primiero;scuola secondaria di primo grado canal san bovo;;a carattere statale/provinciale;maria prodi;;;localita lausen, 13/z 38050;canal san bovo;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;https://www.scuoleprimiero.it;tnmm81001a
"istituto di istruzione ""la rosa bianca"" - cavalese";liceo linguistico;;a carattere statale/provinciale;marco felicetti;;;via gandhi, 1 38033;cavalese;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;https://www.scuolefiemme.tn.it;tnps001015
istituto comprensivo valle dei laghi - dro;scuola primaria vigo cavedine;;a carattere statale/provinciale;alessandro fabris;;;via don negri, 21 38073;cavedine;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;tnee84407r
istituto comprensivo rovereto nord;"scuola primaria ""m. k. gandhi"" rovereto";;a carattere statale/provinciale;tiziana chiara pasquini;;;via puccini, 22 38068;rovereto;0464/420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;https://www.icroveretonord.it;tnee85903a
"istituto di istruzione ""l. guetti"" - tione di trento";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tntd007519
"istituto di istruzione ""m. martini"" - mezzolombardo";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;valentina zanolla;;;via perlasca, 4 38017;mezzolombardo;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;https://www.martinomartini.eu;tnrc00350n
"istituto tecnico economico e tecnologico ""g. floriani"" - riva del garda";istituto tecnico per il settore economico;;a carattere statale/provinciale;paolo chincarini;;;viale dei tigli, 43 38066;riva del garda;0464/578511;0464/578555;floriani@pec.provincia.tn.it;dir.istitutofloriani@scuole.provincia.tn.it;segr.istitutofloriani@scuole.provincia.tn.it;https://www.g-floriani.it;tntd00801q
istituto comprensivo mori;"scuola secondaria di primo grado ""b. malfatti"" mori";;a carattere statale/provinciale;massimiliano latino;;;via giovanni xxiii, 64 38065;mori;0464/918669;;ic.mori@pec.provincia.tn.it;dir.ic.mori@scuole.provincia.tn.it;segr.ic.mori@scuole.provincia.tn.it;https://www.icmori.it/;tnmm84901l
istituto comprensivo trento 4;scuola primaria localita' madonna bianca trento;;a carattere statale/provinciale;elena  valduga;;;piazzale europa, 4 38123;trento;0461/920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;tnee85702n
istituto comprensivo trento 6;"scuola primaria ""beato s. bellesini"" trento";;a carattere statale/provinciale;chiara ghetta;;;via stoppani, 3 38121;trento;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnee85801c
istituto comprensivo isera - rovereto;"scuola secondaria di primo grado ""a. degasperi"" rovereto";;a carattere statale/provinciale;francesca borroi;;;viale della vittoria, 43 38068;rovereto;0464/431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;tnmm845019
istituto comprensivo trento 6;"scuola primaria ""a. degasperi"" sardagna";;a carattere statale/provinciale;chiara ghetta;;;via della toresèla, 1 38123;trento;0461/236214;0461/230583;ic.trento6@pec.provincia.tn.it;dir.ic.tn6@scuole.provincia.tn.it;segr.ic.tn6@scuole.provincia.tn.it;https://www.ictrento6.it;tnee85806n
"liceo classico ""g. prati"" - trento";;istituzione scolastica e formativa;a carattere statale/provinciale;paola baratter;;;via s trinita, 38 38122;trento;0461/980190;0461/980747;prati@pec.provincia.tn.it;dir.liceoprati@scuole.provincia.tn.it;segr.liceoprati@scuole.provincia.tn.it;https://www.liceoprati.it;tnpc04000g
istituto comprensivo pergine 1;;istituzione scolastica e formativa;a carattere statale/provinciale;daniela fruet;;;via monte cristallo, 2 38057;pergine valsugana;0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;tnic81400l
istituto comprensivo trento 4;scuola primaria clarina trento;;a carattere statale/provinciale;elena  valduga;;;via einaudi, 13 38123;trento;0461/920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;tnee85701l
"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";istituto professionale per il settore dei servizi;;paritaria/equiparata;giovanni scalfi;claudio march;;via murialdo, 30 38045;civezzano;0461/857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;tnri015007
istituto comprensivo mezzolombardo - paganella;"scuola primaria ""san g. bosco"" spormaggiore";;a carattere statale/provinciale;cinzia casna;;;via alt spaur, 5 38010;spormaggiore;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;https://icmezzolombardopaganella.edu.it;tnee82408l
istituto comprensivo pergine 1;scuola primaria sant'orsola;;a carattere statale/provinciale;daniela fruet;;;localita pintarei, 21 38050;sant'orsola terme;0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;https://www.icpergine1.it/;tnee81406x
istituto comprensivo strigno e tesino;scuola primaria ospedaletto;;a carattere statale/provinciale;giuliana sighel;;;via roma, 52 38050;ospedaletto;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80108x
"istituto comprensivo ala ""antonio bresciani""";"scuola primaria ""m.t. di calcutta"" serravalle";;a carattere statale/provinciale;maura maino;;;via negrelli - serravalle, 10 38061;ala;0464/696606;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;https://www.istitutocomprensivoala.it;tnee84802v
istituto comprensivo aldeno mattarello;;istituzione scolastica e formativa;a carattere statale/provinciale;michele ruele;;;via della torre franca, 1 38123;trento;0461/945237;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;tnic82100q
istituto comprensivo villa lagarina;scuola primaria nogaredo;;a carattere statale/provinciale;tiziana chemotti;;;via verdi, 44 38060;nogaredo;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;tnee846016
"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";istituto tecnico per il settore economico;;paritaria/equiparata;giovanni scalfi;claudio march;;via murialdo, 30 38045;civezzano;0461/857003;0461/857284;oxford@pec.cooperazionetrentina.it;;info@istitutodecarneri.it;https://www.istitutodecarneri.it;tntn01500q
istituto comprensivo giudicarie esteriori;"scuola primaria ""g. graffer"" stenico";;a carattere statale/provinciale;bruno gentilini;;;via risorgimento, 11/a 38070;stenico;0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;https://www.giudicariescuola.it;tnee83706l
"istituto di istruzione ""a. degasperi"" - borgo valsugana";liceo delle scienze umane;;a carattere statale/provinciale;giulio bertoldi;;;via xxiv maggio, 7 38051;borgo valsugana;0461/753647;0461/753364;degasperi@pec.provincia.tn.it;dir.istalcidedegasperi@scuole.provincia.tn.it;segr.istalcidedegasperi@scuole.provincia.tn.it;https://www.istalcidedegasperi.it;tnps002011
istituto comprensivo valle dei laghi - dro;scuola primaria calavino;;a carattere statale/provinciale;alessandro fabris;;;piazza maria assunta - calavino, 1 38076;madruzzo;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;tnee84405p
istituto comprensivo valle dei laghi - dro;"scuola secondaria di primo grado ""nuova europa"" dro";;a carattere statale/provinciale;alessandro fabris;;;via s antonio, 17 38074;dro;0461/864026;0461/340648;ic.valledeilaghi@pec.provincia.tn.it;dir.ic.valledeilaghi@scuole.provincia.tn.it;segr.ic.valledeilaghi@scuole.provincia.tn.it;https://www.icvalledeilaghidro.it;tnmm84403g
istituto comprensivo alta val di sole;scuola primaria vermiglio;;a carattere statale/provinciale;franco vanin;;;via senatore kessler, 5 38029;vermiglio;0463/758373;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;https://www.icaltavaldisole.it;tnee83206d
istituto comprensivo cembra;scuola secondaria di primo grado stedro segonzano;;a carattere statale/provinciale;stefano chesini;;;frazione scancio, 69 38047;segonzano;0461/683006;0461/682166;ic.cembra@pec.provincia.tn.it;dir.cembra@scuole.provincia.tn.it;segr.cembra@scuole.provincia.tn.it;https://www.iccembra.it;tnmm82202n
istituto comprensivo villa lagarina;"scuola primaria ""p. lodron"" villa lagarina";;a carattere statale/provinciale;tiziana chemotti;;;via stockstadt am rhein, 9 38060;villa lagarina;0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;https://www.icvillalagarina.it;tnee846038
"istituto di istruzione ""l. guetti"" - tione di trento";liceo linguistico;;a carattere statale/provinciale;renato paoli;;;via durone, 53 38079;tione di trento;0465/321735;0465/322811;guetti@pec.provincia.tn.it;dir.guetti@scuole.provincia.tn.it;segr.guetti@scuole.provincia.tn.it;https://www.guetti.tn.it;tnps007014
istituto comprensivo isera - rovereto;"scuola primaria ""f.lli filzi"" rovereto";;a carattere statale/provinciale;francesca borroi;;;via unione, 23 38068;rovereto;0464/431515;0464/489616;ic.isera-rovereto@pec.provincia.tn.it;dir.ic.isera_rovereto@scuole.provincia.tn.it;segr.ic.isera_rovereto@scuole.provincia.tn.it;https://www.isera-rovereto.it;tnee84502b
collegio arcivescovile c.endrici - trento;scuola primaria arcivescovile trento;;paritaria/equiparata;christian bonazza;bruno daves;;via monsignor  endrici, 23 38122;trento;0461/1731200;0461/1731288;collegioarcivescovile@pec.it;collegioarcivescovile@arcivescoviletrento.it;didatticatn@arcivescoviletrento.it;https://www.arcivescoviletrento.it;tn1e00100v
"istituto di istruzione ""m. curie"" - pergine valsugana";liceo delle scienze umane opzione economico sociale;;a carattere statale/provinciale;tiziana gulli;;;via san pietro, 4 38057;pergine valsugana;0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;https://www.curiepergine.it;tnps00401l
"istituto tecnico economico ""a. tambosi"" - trento";istituto tecnico per il settore economico serale;;a carattere statale/provinciale;andrea bezzi;;;via brigata acqui, 19 38122;trento;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;https://tambosi.tn.it;tntd180507
"istituto tecnico economico ""a. tambosi"" - trento";;istituzione scolastica e formativa;a carattere statale/provinciale;andrea bezzi;;;via brigata acqui, 19 38122;trento;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;https://tambosi.tn.it;tntd18000t
"istituto tecnico economico ""a. tambosi"" - trento";istituto tecnico per il settore economico;;a carattere statale/provinciale;andrea bezzi;;;via brigata acqui, 19 38122;trento;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;https://tambosi.tn.it;tntd18000t
istituto comprensivo bassa anaunia - tuenno;"scuola primaria ""v. maistrelli"" tuenno";;a carattere statale/provinciale;licia campi;;;via maistrelli - tuenno, 11 38019;ville d'anaunia;0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;https://www.icbassaanauniatuenno.it;tnee82907p
istituto comprensivo aldeno mattarello;scuola primaria mattarello;;a carattere statale/provinciale;michele ruele;;;via poli, 11 38123;trento;0461/945376;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;https://www.icaldenomattarello.it;tnee821041
"istituto tecnico economico e tecnologico ""f. e g. fontana"" - rovereto";istituto tecnico per il settore tecnologico serale;;a carattere statale/provinciale;giuseppe santoli;;;via del teatro, 4 38068;rovereto;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;https://www.fgfontana.eu;tntd02050p
"istituto tecnico tecnologico ""g. marconi"" - rovereto";istituto tecnico per il settore tecnologico serale;;a carattere statale/provinciale;daniela depentori;;;via monti, 1 38068;rovereto;0464/411400;0464/419130;marconi@pec.provincia.tn.it;dir.itimarconi@scuole.provincia.tn.it;segr.itimarconi@scuole.provincia.tn.it;https://www.marconirovereto.it;tntf020501
istituto comprensivo trento 4;scuola primaria ospedale infantile trento;;a carattere statale/provinciale;elena  valduga;;;largo medaglie d oro, 9 38122;trento;0461/920316;0461/922030;ic.trento4@pec.provincia.tn.it;dir.ictn4@scuole.provincia.tn.it;segr.ictn4@scuole.provincia.tn.it;https://www.ictrento4.it;tnee85703p
