index;school;address;municipality;telephone;institute email;miur code;vivoscuola institute link;wikipedia municipality link;vivoscuola school link;admission rate
367;"scuola secondaria di primo grado ""f. barbacovi"" coredo";via delle scuole - coredo,  6 38012;predaia;463468193;ic.taio@pec.provincia.tn.it;tnmm826021;https://www.vivoscuola.it/content/view/full/29661;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/29665;100.0
368;"scuola secondaria di primo grado ""f. barbacovi"" taio";via degli alpini - taio, 17 38012;predaia;463468193;ic.taio@pec.provincia.tn.it;tnmm82601x;https://www.vivoscuola.it/content/view/full/29661;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/29666;100.0
369;"scuola primaria ""a. prandini"" roncone";via iii novembre - roncone, 22 38087;sella giudicarie;465321053;ic.tione@pec.provincia.tn.it;tnee83605q;https://www.vivoscuola.it/content/view/full/29667;https://it.wikipedia.org/wiki/Sella_Giudicarie;https://www.vivoscuola.it/content/view/full/29668;100.0
370;scuola primaria bondo-breguzzo;via indipendenza - bondo, 105 38087;sella giudicarie;465321053;ic.tione@pec.provincia.tn.it;tnee83601g;https://www.vivoscuola.it/content/view/full/29667;https://it.wikipedia.org/wiki/Sella_Giudicarie;https://www.vivoscuola.it/content/view/full/29669;100.0
371;scuola primaria ragoli;via roma - ragoli, 5 38070;tre ville;465321053;ic.tione@pec.provincia.tn.it;tnee83602l;https://www.vivoscuola.it/content/view/full/29667;https://it.wikipedia.org/wiki/Tre_Ville;https://www.vivoscuola.it/content/view/full/29670;100.0
372;scuola primaria tione di trento;via pinzolo, 2 38079;tione di trento;465321053;ic.tione@pec.provincia.tn.it;tnee83603n;https://www.vivoscuola.it/content/view/full/29667;https://it.wikipedia.org/wiki/Tione_di_Trento;https://www.vivoscuola.it/content/view/full/29671;100.0
373;scuola primaria zuclo;via fucina - zuclo, 10 38079;borgo lares;465321053;ic.tione@pec.provincia.tn.it;tnee83604p;https://www.vivoscuola.it/content/view/full/29667;https://it.wikipedia.org/wiki/Borgo_Lares;https://www.vivoscuola.it/content/view/full/29672;100.0
374;"scuola secondaria di primo grado ""legione trentina"" tione di trento";via circonvallazione, 44 38079;tione di trento;465321053;ic.tione@pec.provincia.tn.it;tnmm83601e;https://www.vivoscuola.it/content/view/full/29667;https://it.wikipedia.org/wiki/Tione_di_Trento;https://www.vivoscuola.it/content/view/full/29673;99.50738916256158
375;scuola secondaria di primo grado roncone;via iii novembre - roncone, 22/a 38087;sella giudicarie;465321053;ic.tione@pec.provincia.tn.it;tnmm83602g;https://www.vivoscuola.it/content/view/full/29667;https://it.wikipedia.org/wiki/Sella_Giudicarie;https://www.vivoscuola.it/content/view/full/29674;97.5609756097561
376;"scuola primaria ""g. a. tomasi"" villazzano";piazza monsignor nicolini,  7 38123;trento;461912740;ic.trento1@pec.provincia.tn.it;tnee81902v;https://www.vivoscuola.it/content/view/full/29675;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29676;100.0
377;"scuola primaria ""u. moggioli"" povo";via dei rivi, 6 38123;trento;461912740;ic.trento1@pec.provincia.tn.it;tnee81901t;https://www.vivoscuola.it/content/view/full/29675;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29677;99.47643979057592
378;"scuola secondaria di primo grado ""g. pascoli"" povo";via znojmo, 24 38123;trento;461912740;ic.trento1@pec.provincia.tn.it;tnmm81901r;https://www.vivoscuola.it/content/view/full/29675;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29678;98.88059701492537
379;"scuola primaria ""e. bernardi"" cognola";via ponte alto, 2/1 38121;trento;461982113;ic.comenius@pec.provincia.tn.it;tnee820012;https://www.vivoscuola.it/content/view/full/29679;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29680;99.65156794425087
380;"scuola primaria ""r. belenzani"" s.vito";via s vito, 169 38121;trento;461982113;ic.comenius@pec.provincia.tn.it;tnee820045;https://www.vivoscuola.it/content/view/full/29679;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29681;100.0
381;"scuola primaria ""r. zandonai"" martignano";piazza menghin,  1 38121;trento;461982113;ic.comenius@pec.provincia.tn.it;tnee820034;https://www.vivoscuola.it/content/view/full/29679;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29682;100.0
382;scuola primaria casa serena;via alle campanelle, 23 38121;trento;461982113;ic.comenius@pec.provincia.tn.it;tnee820023;https://www.vivoscuola.it/content/view/full/29679;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29683;
383;"scuola secondaria di primo grado ""argentario"" trento";via ponte alto, 2/1 38121;trento;461982113;ic.comenius@pec.provincia.tn.it;tnmm820011;https://www.vivoscuola.it/content/view/full/29679;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29684;99.17582417582418
384;"scuola primaria ""a. nicolodi"" trento";via fogazzaro, 2 38122;trento;4611825610;ic.trento3@pec.provincia.tn.it;tnee85604x;https://www.vivoscuola.it/content/view/full/29685;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29686;100.0
385;"scuola primaria ""d. savio"" trento";via s pio x, 103 38122;trento;4611825610;ic.trento3@pec.provincia.tn.it;tnee85601r;https://www.vivoscuola.it/content/view/full/29685;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29687;98.9795918367347
386;"scuola primaria ""g. b. de gaspari"" trento";via zandonai, 4 38122;trento;4611825610;ic.trento3@pec.provincia.tn.it;tnee85602t;https://www.vivoscuola.it/content/view/full/29685;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29688;100.0
387;scuola primaria ravina;via delle masere, 5 38123;trento;4611825610;ic.trento3@pec.provincia.tn.it;tnee85603v;https://www.vivoscuola.it/content/view/full/29685;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29689;99.30555555555556
388;"scuola secondaria di primo grado ""bronzetti - segantini"" trento";via vittorio veneto, 61 38122;trento;4611825610;ic.trento3@pec.provincia.tn.it;tnmm85601q;https://www.vivoscuola.it/content/view/full/29685;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29690;97.68041237113401
389;scuola primaria clarina trento;via einaudi, 13 38123;trento;461920316;ic.trento4@pec.provincia.tn.it;tnee85701l;https://www.vivoscuola.it/content/view/full/29691;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29692;99.64539007092199
390;scuola primaria localita' madonna bianca trento;piazzale europa, 4 38123;trento;461920316;ic.trento4@pec.provincia.tn.it;tnee85702n;https://www.vivoscuola.it/content/view/full/29691;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29693;100.0
391;scuola primaria ospedale infantile trento;largo medaglie d oro, 9 38122;trento;461920316;ic.trento4@pec.provincia.tn.it;tnee85703p;https://www.vivoscuola.it/content/view/full/29691;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29694;
392;"scuola secondaria di primo grado ""o. winkler"" trento";viale degli olmi, 22 38123;trento;461920316;ic.trento4@pec.provincia.tn.it;tnmm85701g;https://www.vivoscuola.it/content/view/full/29691;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29695;98.82352941176471
393;"scuola primaria ""a. gorfer"" trento";via dei solteri, 22 38121;trento;461821434;ic.tn5@pec.provincia.tn.it;tnee85204l;https://www.vivoscuola.it/content/view/full/29697;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29698;99.65397923875432
394;"scuola primaria ""f. crispi"" trento";via s giovanni bosco, 8 38122;trento;461263331;ic.tn5@pec.provincia.tn.it;tnee85202e;https://www.vivoscuola.it/content/view/full/29697;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29699;100.0
395;"scuola primaria ""r. sanzio"" trento";piazza sanzio, 13 38122;trento;461233896;ic.tn5@pec.provincia.tn.it;tnee85201d;https://www.vivoscuola.it/content/view/full/29697;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29700;100.0
396;"scuola secondaria di primo grado ""g. bresadola"" trento";via al torrione, 2 38122;trento;461986634;ic.tn5@pec.provincia.tn.it;tnmm85201c;https://www.vivoscuola.it/content/view/full/29697;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29702;98.78296146044624
397;"scuola primaria ""a. degasperi"" sardagna";via della toresèla, 1 38123;trento;461236214;ic.trento6@pec.provincia.tn.it;tnee85806n;https://www.vivoscuola.it/content/view/full/29703;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29704;100.0
398;"scuola primaria ""a. schmid"" cristo re trento";via schmid, 4 38121;trento;461236214;ic.trento6@pec.provincia.tn.it;tnee85802d;https://www.vivoscuola.it/content/view/full/29703;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29705;100.0
399;"scuola primaria ""beato s. bellesini"" trento";via stoppani, 3 38121;trento;461236214;ic.trento6@pec.provincia.tn.it;tnee85801c;https://www.vivoscuola.it/content/view/full/29703;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29706;
400;"scuola primaria ""s. pertini"" sopramonte";via canelli - sopramonte, 1 38123;trento;461236214;ic.trento6@pec.provincia.tn.it;tnee85805l;https://www.vivoscuola.it/content/view/full/29703;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29707;100.0
401;"scuola primaria ""san vigilio"" vela";localita la vela, 3 38121;trento;461236214;ic.trento6@pec.provincia.tn.it;tnee85803e;https://www.vivoscuola.it/content/view/full/29703;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29708;100.0
402;scuola primaria cadine;via di coltura, 7 38123;trento;461236214;ic.trento6@pec.provincia.tn.it;tnee85804g;https://www.vivoscuola.it/content/view/full/29703;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29709;100.0
403;"scuola secondaria di primo grado ""a. manzoni"" trento";corso buonarroti, 50 38122;trento;461236214;ic.trento6@pec.provincia.tn.it;tnmm85801b;https://www.vivoscuola.it/content/view/full/29703;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29710;98.75
404;"scuola primaria ""e. de carli"" meano";via delle tre croci, 40 38121;trento;461990287;ic.trento7@pec.provincia.tn.it;tnee85101n;https://www.vivoscuola.it/content/view/full/29711;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29712;100.0
405;"scuola primaria ""i. calvino"" vigo meano";via alle oselere,   38121;trento;461990287;ic.trento7@pec.provincia.tn.it;tnee85102p;https://www.vivoscuola.it/content/view/full/29711;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29713;100.0
406;"scuola primaria ""pigarelli"" gardolo trento";via iv novembre, 42/1 38121;trento;461990287;ic.trento7@pec.provincia.tn.it;tnee85103q;https://www.vivoscuola.it/content/view/full/29711;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29714;100.0
407;"scuola primaria ""s. anna"" gardolo trento";via s anna, 3 38121;trento;461990287;ic.trento7@pec.provincia.tn.it;tnee85104r;https://www.vivoscuola.it/content/view/full/29711;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29715;100.0
408;"scuola secondaria di primo grado ""s. pedrolli"" gardolo trento";via iv novembre, 35/1 38121;trento;461990287;ic.trento7@pec.provincia.tn.it;tnmm85101l;https://www.vivoscuola.it/content/view/full/29711;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29716;98.9247311827957
409;"scuola primaria ""g. b. righi"" madonna di campiglio";via serafini - madonna di campiglio, 9 38070;tre ville;465501139;ic.valrendena@pec.provincia.tn.it;tnee834054;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Tre_Ville;https://www.vivoscuola.it/content/view/full/29718;100.0
410;"scuola primaria ""n. bolognini"" pinzolo";via collini borciol, 18 38086;pinzolo;465501139;ic.valrendena@pec.provincia.tn.it;tnee834043;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Pinzolo;https://www.vivoscuola.it/content/view/full/29719;100.0
411;"scuola primaria ""s. massari"" spiazzo";frazione fisto,  112 38088;spiazzo;465501139;ic.valrendena@pec.provincia.tn.it;tnee834065;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Spiazzo;https://www.vivoscuola.it/content/view/full/29720;100.0
412;"scuola primaria ""t. giustina"" caderzone";via regina elena, 43 38080;caderzone terme;465501139;ic.valrendena@pec.provincia.tn.it;tnee83401x;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Caderzone_Terme;https://www.vivoscuola.it/content/view/full/29721;100.0
413;"scuola primaria ""v. gabriotti"" giustino";via presanella, 23 38086;giustino;465501139;ic.valrendena@pec.provincia.tn.it;tnee834032;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Giustino_(Italia);https://www.vivoscuola.it/content/view/full/29722;100.0
414;scuola primaria carisolo;via verdi, 18/b 38080;carisolo;465501139;ic.valrendena@pec.provincia.tn.it;tnee834021;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Carisolo;https://www.vivoscuola.it/content/view/full/29723;100.0
415;scuola primaria dare';via dare - dare, 111 38080;porte di rendena;465501139;ic.valrendena@pec.provincia.tn.it;tnee834076;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Porte_di_Rendena;https://www.vivoscuola.it/content/view/full/29724;100.0
416;"scuola secondaria di primo grado ""b. de averaria"" spiazzo";frazione fisto,  112 38088;spiazzo;465501139;ic.valrendena@pec.provincia.tn.it;tnmm83402x;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Spiazzo;https://www.vivoscuola.it/content/view/full/29725;100.0
417;"scuola secondaria di primo grado ""g. b. righi"" madonna di campiglio";via serafini - madonna di campiglio, 9 38070;tre ville;465501139;ic.valrendena@pec.provincia.tn.it;tnmm834031;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Tre_Ville;https://www.vivoscuola.it/content/view/full/29726;100.0
418;"scuola secondaria di primo grado ""l. da vinci"" pinzolo";via collini borciol, 18 38086;pinzolo;465501139;ic.valrendena@pec.provincia.tn.it;tnmm83401v;https://www.vivoscuola.it/content/view/full/29717;https://it.wikipedia.org/wiki/Pinzolo;https://www.vivoscuola.it/content/view/full/29727;100.0
419;scuola primaria calavino;piazza maria assunta - calavino, 1 38076;madruzzo;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnee84405p;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Madruzzo_(Italia);https://www.vivoscuola.it/content/view/full/29729;100.0
420;scuola primaria cavedine;via don negri, 21 38073;cavedine;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnee84406q;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Cavedine;https://www.vivoscuola.it/content/view/full/29730;100.0
421;scuola primaria dro;piazza repubblica,  1 38074;dro;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnee84409v;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Dro;https://www.vivoscuola.it/content/view/full/29731;100.0
422;scuola primaria pietramurata;piazza mercato,   38074;dro;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnee844101;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Dro;https://www.vivoscuola.it/content/view/full/29732;100.0
423;scuola primaria sarche calavino;via caffaro - sarche - calavino, 2 38076;madruzzo;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnee84401e;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Madruzzo_(Italia);https://www.vivoscuola.it/content/view/full/29733;98.78048780487805
424;scuola primaria terlago;via degasperi - terlago, 5 38070;vallelaghi;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnee84402g;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Vallelaghi;https://www.vivoscuola.it/content/view/full/29734;98.9247311827957
425;scuola primaria vezzano;via roma - vezzano, 3 38070;vallelaghi;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnee84403l;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Vallelaghi;https://www.vivoscuola.it/content/view/full/29735;100.0
426;scuola primaria vigo cavedine;via don negri, 21 38073;cavedine;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnee84407r;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Cavedine;https://www.vivoscuola.it/content/view/full/29736;
427;"scuola secondaria di primo grado ""c. madruzzo"" cavedine";via xxv aprile, 7 38073;cavedine;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnmm84402e;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Cavedine;https://www.vivoscuola.it/content/view/full/29737;100.0
428;"scuola secondaria di primo grado ""nuova europa"" dro";via s antonio, 17 38074;dro;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnmm84403g;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Dro;https://www.vivoscuola.it/content/view/full/29738;99.56709956709958
429;"scuola secondaria di primo grado ""s. bellesini"" vezzano";via roma - vezzano, 3 38070;vallelaghi;461864026;ic.valledeilaghi@pec.provincia.tn.it;tnmm84401d;https://www.vivoscuola.it/content/view/full/29728;https://it.wikipedia.org/wiki/Vallelaghi;https://www.vivoscuola.it/content/view/full/29739;97.75280898876404
430;"scuola primaria ""o. ferrari"" enguiso";via dei concei - enguiso - concei, 27 38067;ledro;464592800;ic.vallediledro@pec.provincia.tn.it;tnee80601q;https://www.vivoscuola.it/content/view/full/29740;https://it.wikipedia.org/wiki/Ledro;https://www.vivoscuola.it/content/view/full/29741;100.0
431;scuola primaria molina di ledro;via sartori - molina di ledro, 27 38067;ledro;464592800;ic.vallediledro@pec.provincia.tn.it;tnee80602r;https://www.vivoscuola.it/content/view/full/29740;https://it.wikipedia.org/wiki/Ledro;https://www.vivoscuola.it/content/view/full/29742;98.27586206896551
432;scuola primaria tiarno di sopra;piazza milin - tiarno di sopra, 14 38067;ledro;464592800;ic.vallediledro@pec.provincia.tn.it;tnee80603t;https://www.vivoscuola.it/content/view/full/29740;https://it.wikipedia.org/wiki/Ledro;https://www.vivoscuola.it/content/view/full/29743;100.0
433;"scuola secondaria di primo grado ""g. garibaldi"" bezzecca";via falcone e borsellino - bezzecca, 2 38067;ledro;464592800;ic.vallediledro@pec.provincia.tn.it;tnmm80601p;https://www.vivoscuola.it/content/view/full/29740;https://it.wikipedia.org/wiki/Ledro;https://www.vivoscuola.it/content/view/full/29744;100.0
434;"scuola primaria ""a. fogazzaro"" vattaro";via venezia - bosentino, 12/a 38049;altopiano della vigolana;461848878;ic.vigolovattaro@pec.provincia.tn.it;tnee803029;https://www.vivoscuola.it/content/view/full/29745;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana;https://www.vivoscuola.it/content/view/full/29746;100.0
435;"scuola primaria ""don t. segnana"" centa san nicolo'";via don rossi - centa san nicolo, 4 38049;altopiano della vigolana;461848878;ic.vigolovattaro@pec.provincia.tn.it;tnee80303a;https://www.vivoscuola.it/content/view/full/29745;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana;https://www.vivoscuola.it/content/view/full/29747;100.0
436;scuola primaria vigolo vattaro;via garibaldi - vigolo vattaro, 8 38049;altopiano della vigolana;461848878;ic.vigolovattaro@pec.provincia.tn.it;tnee803018;https://www.vivoscuola.it/content/view/full/29745;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana;https://www.vivoscuola.it/content/view/full/29748;100.0
437;scuola secondaria di primo grado vigolo vattaro;via garibaldi - vigolo vattaro, 8 38049;altopiano della vigolana;461848878;ic.vigolovattaro@pec.provincia.tn.it;tnmm803017;https://www.vivoscuola.it/content/view/full/29745;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana;https://www.vivoscuola.it/content/view/full/29749;100.0
438;"scuola primaria ""l. vicentini"" nomi";via romani, 12 38060;nomi;464411312;ic.villalagarina@pec.provincia.tn.it;tnee84606b;https://www.vivoscuola.it/content/view/full/29750;https://it.wikipedia.org/wiki/Nomi_(Italia);https://www.vivoscuola.it/content/view/full/29751;100.0
439;"scuola primaria ""p. lodron"" villa lagarina";via stockstadt am rhein, 9 38060;villa lagarina;464411312;ic.villalagarina@pec.provincia.tn.it;tnee846038;https://www.vivoscuola.it/content/view/full/29750;https://it.wikipedia.org/wiki/Villa_Lagarina;https://www.vivoscuola.it/content/view/full/29752;100.0
440;"scuola primaria ""r. galvagni"" pomarolo";piazzale colonello angheben, 5 38060;pomarolo;464411312;ic.villalagarina@pec.provincia.tn.it;tnee846027;https://www.vivoscuola.it/content/view/full/29750;https://it.wikipedia.org/wiki/Pomarolo;https://www.vivoscuola.it/content/view/full/29753;100.0
441;scuola primaria nogaredo;via verdi, 44 38060;nogaredo;464411312;ic.villalagarina@pec.provincia.tn.it;tnee846016;https://www.vivoscuola.it/content/view/full/29750;https://it.wikipedia.org/wiki/Nogaredo;https://www.vivoscuola.it/content/view/full/29754;100.0
442;"scuola secondaria di primo grado ""a. frank"" villa lagarina";via stockstadt am rhein, 3 38060;villa lagarina;464411312;ic.villalagarina@pec.provincia.tn.it;tnmm846015;https://www.vivoscuola.it/content/view/full/29750;https://it.wikipedia.org/wiki/Villa_Lagarina;https://www.vivoscuola.it/content/view/full/29755;98.44357976653697
443;capes - settore servizi;via ziehl, 5 38056;levico terme;461706294;ifpa.levicoterme@pec.provincia.tn.it;tncf010001;https://www.vivoscuola.it/content/view/full/29858;https://it.wikipedia.org/wiki/Levico_Terme;https://www.vivoscuola.it/content/view/full/170208;100.0
444;settore industria e artigianato;via ziehl, 5 38056;levico terme;461706294;ifpa.levicoterme@pec.provincia.tn.it;tncf010001;https://www.vivoscuola.it/content/view/full/29858;https://it.wikipedia.org/wiki/Levico_Terme;https://www.vivoscuola.it/content/view/full/122612;100.0
445;settore servizi;via ziehl, 5 38056;levico terme;461706294;ifpa.levicoterme@pec.provincia.tn.it;tncf010001;https://www.vivoscuola.it/content/view/full/29858;https://it.wikipedia.org/wiki/Levico_Terme;https://www.vivoscuola.it/content/view/full/29859;76.88679245283019
446;settore servizi serale;via ziehl, 5 38056;levico terme;461706294;ifpa.levicoterme@pec.provincia.tn.it;;https://www.vivoscuola.it/content/view/full/29858;https://it.wikipedia.org/wiki/Levico_Terme;https://www.vivoscuola.it/content/view/full/76225;59.64912280701754
447;capes - settore servizi;viale dei colli, 17 38068;rovereto;464439164;ifpa.rovereto@pec.provincia.tn.it;tncf011001;https://www.vivoscuola.it/content/view/full/29861;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/170209;91.30434782608695
448;settore industria e artigianato;viale dei colli, 17 38068;rovereto;464439164;ifpa.rovereto@pec.provincia.tn.it;tncf011001;https://www.vivoscuola.it/content/view/full/29861;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/92004;80.89887640449437
449;settore servizi;viale dei colli, 17 38068;rovereto;464439164;ifpa.rovereto@pec.provincia.tn.it;tncf011001;https://www.vivoscuola.it/content/view/full/29861;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29862;78.81773399014779
450;settore servizi serale;viale dei colli, 17 38068;rovereto;464439164;ifpa.rovereto@pec.provincia.tn.it;;https://www.vivoscuola.it/content/view/full/29861;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29863;48.717948717948715
451;capes - settore servizi;viale verona, 141 38123;trento;461933147;ifp.trento@pec.provincia.tn.it;tncf012001;https://www.vivoscuola.it/content/view/full/29864;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/170210;100.0
452;settore industria e artigianato;via asiago, 14 38123;trento;461933147;ifp.trento@pec.provincia.tn.it;tnfp268sta;https://www.vivoscuola.it/content/view/full/29864;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29865;82.35294117647058
453;settore industria e artigianato serale;via asiago, 14 38123;trento;461933147;ifp.trento@pec.provincia.tn.it;;https://www.vivoscuola.it/content/view/full/29864;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29866;95.0
454;settore servizi;viale verona, 141 38123;trento;461933147;ifp.trento@pec.provincia.tn.it;tncf012001;https://www.vivoscuola.it/content/view/full/29864;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29867;82.84313725490196
455;settore servizi serale;viale verona, 141 38123;trento;461933147;ifp.trento@pec.provincia.tn.it;;https://www.vivoscuola.it/content/view/full/29864;https://it.wikipedia.org/wiki/Trento;https://www.vivoscuola.it/content/view/full/29868;62.637362637362635
456;educazione per adulti relativa al primo ciclo;via xxiv maggio, 7 38051;borgo valsugana;461753647;degasperi@pec.provincia.tn.it;tnct708006;https://www.vivoscuola.it/content/view/full/29760;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29761;30.0
457;istituto professionale per i servizi sanitari serale;via xxiv maggio, 7 38051;borgo valsugana;461753647;degasperi@pec.provincia.tn.it;tntd002505;https://www.vivoscuola.it/content/view/full/29760;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29762;32.6530612244898
458;istituto tecnico per il settore economico;via xxiv maggio, 7 38051;borgo valsugana;461753647;degasperi@pec.provincia.tn.it;tntd00201r;https://www.vivoscuola.it/content/view/full/29760;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29763;96.9298245614035
459;istituto tecnico per il settore economico serale;via xxiv maggio, 7 38051;borgo valsugana;461753647;degasperi@pec.provincia.tn.it;tntd002505;https://www.vivoscuola.it/content/view/full/29760;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29764;34.61538461538461
460;istituto tecnico per il settore tecnologico;via xxiv maggio, 7 38051;borgo valsugana;461753647;degasperi@pec.provincia.tn.it;tntd00201r;https://www.vivoscuola.it/content/view/full/29760;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29765;96.5909090909091
461;istituto tecnico per il settore tecnologico serale;via xxiv maggio, 7 38051;borgo valsugana;461753647;degasperi@pec.provincia.tn.it;tntd002505;https://www.vivoscuola.it/content/view/full/29760;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29766;36.36363636363637
462;liceo delle scienze umane;via xxiv maggio, 7 38051;borgo valsugana;461753647;degasperi@pec.provincia.tn.it;tnps002011;https://www.vivoscuola.it/content/view/full/29760;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29767;95.97701149425288
463;liceo scientifico;via xxiv maggio, 7 38051;borgo valsugana;461753647;degasperi@pec.provincia.tn.it;tnps002011;https://www.vivoscuola.it/content/view/full/29760;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29768;97.95918367346938
464;liceo scientifico opzione scienze applicate;via xxiv maggio, 7 38051;borgo valsugana;461753647;degasperi@pec.provincia.tn.it;tnps002011;https://www.vivoscuola.it/content/view/full/29760;https://it.wikipedia.org/wiki/Borgo_Valsugana;https://www.vivoscuola.it/content/view/full/29769;96.42857142857143
