id;main institute;school;institute type;administration type;manager;director;educational coordinator;address;municipality;telephone;fax;institute email;management email;secretary's office email;website;miur code;vivoscuola institute link;entity;wikipedia municipality link;vivoscuola school link
391;"istituto comprensivo pergine 2 ""c. freinet""";"scuola primaria ""g. rodari"" pergine valsugana";;a carattere statale/provinciale;stefano morelato;;;via chimelli, 10 38057;pergine valsugana;0461512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;tnee81501e;https://www.vivoscuola.it/content/view/full/29613;school;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/29614
392;"istituto comprensivo pergine 2 ""c. freinet""";scuola primaria canale;;a carattere statale/provinciale;stefano morelato;;;viale delle nazioni unite, 44 38057;pergine valsugana;0461512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;tnee81502g;https://www.vivoscuola.it/content/view/full/29613;school;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/29615
393;"istituto comprensivo pergine 2 ""c. freinet""";scuola primaria madrano;;a carattere statale/provinciale;stefano morelato;;;via d oltrefersina, 149 38057;pergine valsugana;0461512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;tnee81504n;https://www.vivoscuola.it/content/view/full/29613;school;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/29616
394;"istituto comprensivo pergine 2 ""c. freinet""";scuola primaria susa';;a carattere statale/provinciale;stefano morelato;;;via don sopperra, 61 38057;pergine valsugana;0461512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;tnee81503l;https://www.vivoscuola.it/content/view/full/29613;school;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/29617
395;"istituto comprensivo pergine 2 ""c. freinet""";"scuola secondaria di primo grado ""t. garbari"" pergine valsugana";;a carattere statale/provinciale;stefano morelato;;;via amstetten, 4 38057;pergine valsugana;0461512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;https://www.icpergine2.it;tnmm81501d;https://www.vivoscuola.it/content/view/full/29613;school;https://it.wikipedia.org/wiki/Pergine_Valsugana;https://www.vivoscuola.it/content/view/full/29618
396;istituto comprensivo predazzo tesero panchia' ziano;;istituzione scolastica e formativa;a carattere statale/provinciale;marco felicetti;;;corso degasperi, 8 38037;predazzo;0462501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;https://www.ic-predazzotesero.it;tnic808009;https://www.vivoscuola.it/content/view/full/29619;institute;https://it.wikipedia.org/wiki/Predazzo;
397;istituto comprensivo predazzo tesero panchia' ziano;"scuola primaria ""g. manega"" tesero";;a carattere statale/provinciale;marco felicetti;;;via fia, 11/a 38038;tesero;0462813197;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;https://www.ic-predazzotesero.it;tnee80804e;https://www.vivoscuola.it/content/view/full/29619;school;https://it.wikipedia.org/wiki/Tesero;https://www.vivoscuola.it/content/view/full/29620
398;istituto comprensivo predazzo tesero panchia' ziano;"scuola primaria ""i. masia"" ziano di fiemme";;a carattere statale/provinciale;marco felicetti;;;piazza italia, 4 38030;ziano di fiemme;0462571163;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;https://www.ic-predazzotesero.it;tnee80802c;https://www.vivoscuola.it/content/view/full/29619;school;https://it.wikipedia.org/wiki/Ziano_di_Fiemme;https://www.vivoscuola.it/content/view/full/29621
399;istituto comprensivo predazzo tesero panchia' ziano;"scuola primaria ""m. morandini degasperi"" predazzo";;a carattere statale/provinciale;marco felicetti;;;corso degasperi, 8 38037;predazzo;0462501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;https://www.ic-predazzotesero.it;tnee80801b;https://www.vivoscuola.it/content/view/full/29619;school;https://it.wikipedia.org/wiki/Predazzo;https://www.vivoscuola.it/content/view/full/29622
400;istituto comprensivo predazzo tesero panchia' ziano;"scuola secondaria di primo grado ""g. alberti"" tesero";;a carattere statale/provinciale;marco felicetti;;;via fia, 11/a 38038;tesero;0462501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;https://www.ic-predazzotesero.it;tnmm80802b;https://www.vivoscuola.it/content/view/full/29619;school;https://it.wikipedia.org/wiki/Tesero;https://www.vivoscuola.it/content/view/full/29623
401;istituto comprensivo predazzo tesero panchia' ziano;"scuola secondaria di primo grado ""marzari pencati"" predazzo";;a carattere statale/provinciale;marco felicetti;;;via vardabasso, 3 38037;predazzo;0462501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;https://www.ic-predazzotesero.it;tnmm80801a;https://www.vivoscuola.it/content/view/full/29619;school;https://it.wikipedia.org/wiki/Predazzo;https://www.vivoscuola.it/content/view/full/29624
402;istituto comprensivo riva 1;;istituzione scolastica e formativa;a carattere statale/provinciale;paola bortolotti;;;viale damiano chiesa, 10 38066;riva del garda;0464553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;tnic841001;https://www.vivoscuola.it/content/view/full/29625;institute;https://it.wikipedia.org/wiki/Riva_del_Garda;
403;istituto comprensivo riva 1;"scuola primaria ""n. pernici"" riva del garda";;a carattere statale/provinciale;paola bortolotti;;;viale pernici, 21 38066;riva del garda;0464553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;tnee841013;https://www.vivoscuola.it/content/view/full/29625;school;https://it.wikipedia.org/wiki/Riva_del_Garda;https://www.vivoscuola.it/content/view/full/29626
404;istituto comprensivo riva 1;scuola primaria nago torbole;;a carattere statale/provinciale;paola bortolotti;;;via de bonetti,   38069;nago-torbole;0464553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;tnee841035;https://www.vivoscuola.it/content/view/full/29625;school;https://it.wikipedia.org/wiki/Nago-Torbole;https://www.vivoscuola.it/content/view/full/29627
405;istituto comprensivo riva 1;scuola primaria s. alessandro riva del garda;;a carattere statale/provinciale;paola bortolotti;;;via s alessandro, 11 38066;riva del garda;0464553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;tnee841057;https://www.vivoscuola.it/content/view/full/29625;school;https://it.wikipedia.org/wiki/Riva_del_Garda;https://www.vivoscuola.it/content/view/full/29628
406;istituto comprensivo riva 1;"scuola secondaria di primo grado ""d. chiesa"" riva del garda";;a carattere statale/provinciale;paola bortolotti;;;viale damiano chiesa, 10 38066;riva del garda;0464553088;0464/553088;riva1@pec.provincia.tn.it;dir.riva1@scuole.provincia.tn.it;segr.riva1@scuole.provincia.tn.it;https://www.riva1.it;tnmm841012;https://www.vivoscuola.it/content/view/full/29625;school;https://it.wikipedia.org/wiki/Riva_del_Garda;https://www.vivoscuola.it/content/view/full/29630
407;"istituto comprensivo riva 2 ""l. pizzini""";;istituzione scolastica e formativa;a carattere statale/provinciale;maurizio caproni;;;piazza contini, 8 38066;riva del garda;0464552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;tnic84200r;https://www.vivoscuola.it/content/view/full/29631;institute;https://it.wikipedia.org/wiki/Riva_del_Garda;
408;"istituto comprensivo riva 2 ""l. pizzini""";"scuola primaria ""a. zadra"" rione degasperi riva del garda";;a carattere statale/provinciale;maurizio caproni;;;largo caduti delle foibe, 3 38066;riva del garda;0464552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;tnee84201v;https://www.vivoscuola.it/content/view/full/29631;school;https://it.wikipedia.org/wiki/Riva_del_Garda;https://www.vivoscuola.it/content/view/full/29632
409;"istituto comprensivo riva 2 ""l. pizzini""";"scuola primaria ""g. fedrigoni"" varone riva del garda";;a carattere statale/provinciale;maurizio caproni;;;piazza della chiesa, 13 38066;riva del garda;0464552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;tnee842031;https://www.vivoscuola.it/content/view/full/29631;school;https://it.wikipedia.org/wiki/Riva_del_Garda;https://www.vivoscuola.it/content/view/full/29633
410;"istituto comprensivo riva 2 ""l. pizzini""";"scuola primaria ""o. lucchi"" tenno";;a carattere statale/provinciale;maurizio caproni;;;via dei laghi, 47 38060;tenno;0464552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;tnee84202x;https://www.vivoscuola.it/content/view/full/29631;school;https://it.wikipedia.org/wiki/Tenno;https://www.vivoscuola.it/content/view/full/29634
411;"istituto comprensivo riva 2 ""l. pizzini""";"scuola secondaria di primo grado ""s. sighele"" riva del garda";;a carattere statale/provinciale;maurizio caproni;;;piazza contini, 8 38066;riva del garda;0464552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;https://www.riva2.it;tnmm84201t;https://www.vivoscuola.it/content/view/full/29631;school;https://it.wikipedia.org/wiki/Riva_del_Garda;https://www.vivoscuola.it/content/view/full/29635
412;istituto comprensivo rovereto est;;istituzione scolastica e formativa;a carattere statale/provinciale;michele rosa;;;corso rosmini, 86 38068;rovereto;0464433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;tnic853007;https://www.vivoscuola.it/content/view/full/29637;institute;https://it.wikipedia.org/wiki/Rovereto;
413;istituto comprensivo rovereto est;"scuola primaria ""f. cavallin"" vallarsa raossi";;a carattere statale/provinciale;michele rosa;;;frazione raossi,   38060;vallarsa;0464433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;tnee85306e;https://www.vivoscuola.it/content/view/full/29637;school;https://it.wikipedia.org/wiki/Vallarsa;https://www.vivoscuola.it/content/view/full/29638
414;istituto comprensivo rovereto est;"scuola primaria ""n. valduga"" terragnolo";;a carattere statale/provinciale;michele rosa;;;frazione piazza di terragnolo, 18 38060;terragnolo;0464433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;tnee85304c;https://www.vivoscuola.it/content/view/full/29637;school;https://it.wikipedia.org/wiki/Terragnolo;https://www.vivoscuola.it/content/view/full/29639
415;istituto comprensivo rovereto est;"scuola primaria ""regina elena"" rovereto";;a carattere statale/provinciale;michele rosa;;;via dante, 41 38068;rovereto;0464433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;tnee85302a;https://www.vivoscuola.it/content/view/full/29637;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29640
416;istituto comprensivo rovereto est;scuola primaria moscheri trambileno;;a carattere statale/provinciale;michele rosa;;;frazione moscheri,   38068;trambileno;0464433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;tnee85305d;https://www.vivoscuola.it/content/view/full/29637;school;https://it.wikipedia.org/wiki/Trambileno;https://www.vivoscuola.it/content/view/full/29641
417;istituto comprensivo rovereto est;"scuola secondaria di primo grado ""d. chiesa"" rovereto";;a carattere statale/provinciale;michele rosa;;;corso rosmini, 86 38068;rovereto;0464433709;0464/450456;ic.roveretoest@pec.provincia.tn.it;dir.ic.roveretoest@scuole.provincia.tn.it;segr.ic.roveretoest@scuole.provincia.tn.it;https://www.roveretoest.it;tnmm853018;https://www.vivoscuola.it/content/view/full/29637;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29642
418;istituto comprensivo rovereto nord;;istituzione scolastica e formativa;a carattere statale/provinciale;tiziana chiara pasquini;;;corso bettini, 67 38068;rovereto;0464420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;https://www.icroveretonord.it;tnic859006;https://www.vivoscuola.it/content/view/full/29643;institute;https://it.wikipedia.org/wiki/Rovereto;
419;istituto comprensivo rovereto nord;"scuola primaria ""d. chiesa"" noriglio";;a carattere statale/provinciale;tiziana chiara pasquini;;;via romani,  42/1 38068;rovereto;0464420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;https://www.icroveretonord.it;tnee85905c;https://www.vivoscuola.it/content/view/full/29643;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29644
420;istituto comprensivo rovereto nord;"scuola primaria ""m. k. gandhi"" rovereto";;a carattere statale/provinciale;tiziana chiara pasquini;;;via puccini, 22 38068;rovereto;0464420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;https://www.icroveretonord.it;tnee85903a;https://www.vivoscuola.it/content/view/full/29643;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29645
421;istituto comprensivo rovereto nord;"scuola secondaria di primo grado ""l. negrelli"" rovereto";;a carattere statale/provinciale;tiziana chiara pasquini;;;corso bettini, 67 38068;rovereto;0464420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;https://www.icroveretonord.it;tnmm859017;https://www.vivoscuola.it/content/view/full/29643;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29646
422;istituto comprensivo rovereto sud;;istituzione scolastica e formativa;a carattere statale/provinciale;giuseppe gammino;;;via benacense, 32 38068;rovereto;0464420532;0464/432707;ic.roveretosud@pec.provincia.tn.it;dir.ic.roveretosud@scuole.provincia.tn.it;segr.ic.roveretosud@scuole.provincia.tn.it;https://icroveretosud.edu.it;tnic85500v;https://www.vivoscuola.it/content/view/full/29647;institute;https://it.wikipedia.org/wiki/Rovereto;
423;istituto comprensivo rovereto sud;"scuola primaria ""a. rosmini"" marco";;a carattere statale/provinciale;giuseppe gammino;;;via ii novembre, 57 38068;rovereto;0464420532;0464/432707;ic.roveretosud@pec.provincia.tn.it;dir.ic.roveretosud@scuole.provincia.tn.it;segr.ic.roveretosud@scuole.provincia.tn.it;https://icroveretosud.edu.it;tnee855033;https://www.vivoscuola.it/content/view/full/29647;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29648
424;istituto comprensivo rovereto sud;"scuola primaria ""d. alighieri"" rovereto";;a carattere statale/provinciale;giuseppe gammino;;;via benacense, 32 38068;rovereto;0464420532;0464/432707;ic.roveretosud@pec.provincia.tn.it;dir.ic.roveretosud@scuole.provincia.tn.it;segr.ic.roveretosud@scuole.provincia.tn.it;https://icroveretosud.edu.it;tnee855011;https://www.vivoscuola.it/content/view/full/29647;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29649
425;istituto comprensivo rovereto sud;"scuola primaria ""f. guella"" lizzana";;a carattere statale/provinciale;giuseppe gammino;;;via piave,  18 38068;rovereto;0464420532;0464/432707;ic.roveretosud@pec.provincia.tn.it;dir.ic.roveretosud@scuole.provincia.tn.it;segr.ic.roveretosud@scuole.provincia.tn.it;https://icroveretosud.edu.it;tnee855022;https://www.vivoscuola.it/content/view/full/29647;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29650
426;istituto comprensivo rovereto sud;"scuola secondaria di primo grado ""f. halbherr"" rovereto";;a carattere statale/provinciale;giuseppe gammino;;;via livenza, 1 38068;rovereto;0464420532;0464/432707;ic.roveretosud@pec.provincia.tn.it;dir.ic.roveretosud@scuole.provincia.tn.it;segr.ic.roveretosud@scuole.provincia.tn.it;https://icroveretosud.edu.it;tnmm85501x;https://www.vivoscuola.it/content/view/full/29647;school;https://it.wikipedia.org/wiki/Rovereto;https://www.vivoscuola.it/content/view/full/29651
427;istituto comprensivo strigno e tesino;;istituzione scolastica e formativa;a carattere statale/provinciale;giuliana sighel;;;via roma - strigno, 14 38059;castel ivano;0461762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnic80100e;https://www.vivoscuola.it/content/view/full/29652;institute;https://it.wikipedia.org/wiki/Castel_Ivano_(comune);
428;istituto comprensivo strigno e tesino;"scuola primaria ""a. degasperi"" pieve tesino";;a carattere statale/provinciale;giuliana sighel;;;via brigata abruzzi, 6 38050;pieve tesino;0461762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80102n;https://www.vivoscuola.it/content/view/full/29652;school;https://it.wikipedia.org/wiki/Pieve_Tesino;https://www.vivoscuola.it/content/view/full/29653
429;istituto comprensivo strigno e tesino;scuola primaria ospedaletto;;a carattere statale/provinciale;giuliana sighel;;;via roma, 52 38050;ospedaletto;0461762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80108x;https://www.vivoscuola.it/content/view/full/29652;school;https://it.wikipedia.org/wiki/Ospedaletto;https://www.vivoscuola.it/content/view/full/29654
430;istituto comprensivo strigno e tesino;scuola primaria samone;;a carattere statale/provinciale;giuliana sighel;;;via delle praele, 21 38059;samone;0461762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80104q;https://www.vivoscuola.it/content/view/full/29652;school;https://it.wikipedia.org/wiki/Samone_(Trentino-Alto_Adige);https://www.vivoscuola.it/content/view/full/29655
431;istituto comprensivo strigno e tesino;scuola primaria scurelle;;a carattere statale/provinciale;giuliana sighel;;;via xv agosto, 68 38050;scurelle;0461762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80105r;https://www.vivoscuola.it/content/view/full/29652;school;https://it.wikipedia.org/wiki/Scurelle;https://www.vivoscuola.it/content/view/full/29656
432;istituto comprensivo strigno e tesino;scuola primaria strigno;;a carattere statale/provinciale;giuliana sighel;;;piazza iv novembre - strigno, 12/a 38059;castel ivano;0461762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80106t;https://www.vivoscuola.it/content/view/full/29652;school;https://it.wikipedia.org/wiki/Castel_Ivano_(comune);https://www.vivoscuola.it/content/view/full/29657
433;istituto comprensivo strigno e tesino;scuola primaria villa agnedo;;a carattere statale/provinciale;giuliana sighel;;;via dei molini - agnedo, 36 38059;castel ivano;0461762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnee80107v;https://www.vivoscuola.it/content/view/full/29652;school;https://it.wikipedia.org/wiki/Castel_Ivano_(comune);https://www.vivoscuola.it/content/view/full/29658
434;istituto comprensivo strigno e tesino;"scuola secondaria di primo grado ""o. brentari"" strigno";;a carattere statale/provinciale;giuliana sighel;;;via roma - strigno, 14 38059;castel ivano;0461762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnmm80102l;https://www.vivoscuola.it/content/view/full/29652;school;https://it.wikipedia.org/wiki/Castel_Ivano_(comune);https://www.vivoscuola.it/content/view/full/29659
435;istituto comprensivo strigno e tesino;scuola secondaria di primo grado castello tesino;;a carattere statale/provinciale;giuliana sighel;;;via battisti, 2 38053;castello tesino;0461762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;https://www.icstrignoetesino.it;tnmm80101g;https://www.vivoscuola.it/content/view/full/29652;school;https://it.wikipedia.org/wiki/Castello_Tesino;https://www.vivoscuola.it/content/view/full/29660
436;istituto comprensivo taio;;istituzione scolastica e formativa;a carattere statale/provinciale;maura zini;;;via degli alpini - taio, 17 38012;predaia;0463468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;tnic82600v;https://www.vivoscuola.it/content/view/full/29661;institute;https://it.wikipedia.org/wiki/Predaia;
437;istituto comprensivo taio;"scuola primaria ""mons. a. negri"" tres";;a carattere statale/provinciale;maura zini;;;via nazionale -tres, 12 38012;predaia;0463468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;tnee826055;https://www.vivoscuola.it/content/view/full/29661;school;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/29662
438;istituto comprensivo taio;scuola primaria coredo;;a carattere statale/provinciale;maura zini;;;via delle scuole - coredo,  6 38012;predaia;0463468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;tnee826011;https://www.vivoscuola.it/content/view/full/29661;school;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/29663
439;istituto comprensivo taio;scuola primaria taio;;a carattere statale/provinciale;maura zini;;;via heroldsberg - taio, 5 38012;predaia;0463468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;tnee826033;https://www.vivoscuola.it/content/view/full/29661;school;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/29664
440;istituto comprensivo taio;"scuola secondaria di primo grado ""f. barbacovi"" coredo";;a carattere statale/provinciale;maura zini;;;via delle scuole - coredo,  6 38012;predaia;0463468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;tnmm826021;https://www.vivoscuola.it/content/view/full/29661;school;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/29665
441;istituto comprensivo taio;"scuola secondaria di primo grado ""f. barbacovi"" taio";;a carattere statale/provinciale;maura zini;;;via degli alpini - taio, 17 38012;predaia;0463468193;0463/467616;ic.taio@pec.provincia.tn.it;dir.ictaio@scuole.provincia.tn.it;segr.ictaio@scuole.provincia.tn.it;https://www.ictaio.it;tnmm82601x;https://www.vivoscuola.it/content/view/full/29661;school;https://it.wikipedia.org/wiki/Predaia;https://www.vivoscuola.it/content/view/full/29666
442;istituto comprensivo tione;;istituzione scolastica e formativa;a carattere statale/provinciale;alessandro bonesini;;;via circonvallazione, 44 38079;tione di trento;0465321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;tnic83600d;https://www.vivoscuola.it/content/view/full/29667;institute;https://it.wikipedia.org/wiki/Tione_di_Trento;
443;istituto comprensivo tione;"scuola primaria ""a. prandini"" roncone";;a carattere statale/provinciale;alessandro bonesini;;;via iii novembre - roncone, 22 38087;sella giudicarie;0465321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;tnee83605q;https://www.vivoscuola.it/content/view/full/29667;school;https://it.wikipedia.org/wiki/Sella_Giudicarie;https://www.vivoscuola.it/content/view/full/29668
444;istituto comprensivo tione;scuola primaria bondo-breguzzo;;a carattere statale/provinciale;alessandro bonesini;;;via indipendenza - bondo, 105 38087;sella giudicarie;0465321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;tnee83601g;https://www.vivoscuola.it/content/view/full/29667;school;https://it.wikipedia.org/wiki/Sella_Giudicarie;https://www.vivoscuola.it/content/view/full/29669
445;istituto comprensivo tione;scuola primaria ragoli;;a carattere statale/provinciale;alessandro bonesini;;;via roma - ragoli, 5 38070;tre ville;0465321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;tnee83602l;https://www.vivoscuola.it/content/view/full/29667;school;https://it.wikipedia.org/wiki/Tre_Ville;https://www.vivoscuola.it/content/view/full/29670
446;istituto comprensivo tione;scuola primaria tione di trento;;a carattere statale/provinciale;alessandro bonesini;;;via pinzolo, 2 38079;tione di trento;0465321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;tnee83603n;https://www.vivoscuola.it/content/view/full/29667;school;https://it.wikipedia.org/wiki/Tione_di_Trento;https://www.vivoscuola.it/content/view/full/29671
447;istituto comprensivo tione;scuola primaria zuclo;;a carattere statale/provinciale;alessandro bonesini;;;via fucina - zuclo, 10 38079;borgo lares;0465321053;0465/324039;ic.tione@pec.provincia.tn.it;dir.ictione@scuole.provincia.tn.it;segr.ictione@scuole.provincia.tn.it;https://www.ictione.tn.it;tnee83604p;https://www.vivoscuola.it/content/view/full/29667;school;https://it.wikipedia.org/wiki/Borgo_Lares;https://www.vivoscuola.it/content/view/full/29672
